CHR	start     	end       	length    
Chr08	39310673  	40577969  	1267296   
Chr08	41903699  	41903830  	131       
Chr08	47421498  	47421660  	162       
Chr09	1137465   	41260061  	40122596  
Chr09	1203476   	20485139  	19281663  
Chr09	1700219   	1708004   	7785      
Chr09	2169342   	48058989  	45889647  
Chr09	2240757   	2241071   	314       
Chr09	2244605   	2244752   	147       
Chr09	3732203   	33304377  	29572174  
Chr09	5290062   	5290228   	166       
Chr09	5290338   	40342786  	35052448  
Chr09	5290364   	5290492   	128       
Chr09	5290362   	35889304  	30598942  
Chr09	6941420   	14981485  	8040065   
Chr09	8347355   	24283267  	15935912  
Chr09	8409396   	47558907  	39149511  
Chr09	9354559   	15449948  	6095389   
Chr09	10344378  	49672996  	39328618  
Chr09	13565469  	24654384  	11088915  
Chr09	13669229  	15323196  	1653967   
Chr09	14723535  	19944284  	5220749   
Chr09	16608980  	46854651  	30245671  
Chr09	17646259  	31609957  	13963698  
Chr09	21172216  	21177504  	5288      
Chr09	22604759  	26040768  	3436009   
Chr09	22711685  	25658347  	2946662   
Chr09	23444947  	24367086  	922139    
Chr09	25658337  	25875134  	216797    
Chr09	26568052  	47114208  	20546156  
Chr09	28445308  	33828738  	5383430   
Chr09	28953167  	42909190  	13956023  
Chr09	29608229  	29618815  	10586     
Chr09	29976431  	29980755  	4324      
Chr09	33307194  	38824572  	5517378   
Chr09	33307675  	38824249  	5516574   
Chr09	34689865  	43604558  	8914693   
Chr09	38824262  	38824381  	119       
Chr09	38824453  	38824603  	150       
Chr09	39951280  	40321910  	370630    
Chr09	41692262  	45327991  	3635729   
Chr09	47221127  	48670728  	1449601   
Chr10	269626    	30866979  	30597353  
Chr10	3688565   	34272373  	30583808  
Chr10	3817792   	13413450  	9595658   
Chr10	3817812   	13410983  	9593171   
Chr10	3818821   	13410875  	9592054   
Chr10	3818879   	13413310  	9594431   
Chr10	5541015   	48351937  	42810922  
Chr10	5664273   	5707784   	43511     
Chr10	6272977   	9800797   	3527820   
Chr10	6306816   	7385902   	1079086   
Chr10	6784411   	23445350  	16660939  
Chr10	6878078   	9389614   	2511536   
Chr10	8303177   	28020593  	19717416  
Chr10	10309730  	23563626  	13253896  
Chr10	10634978  	13669211  	3034233   
Chr10	10804589  	28368978  	17564389  
Chr10	10989714  	15473211  	4483497   
Chr10	11550935  	20978544  	9427609   
Chr10	11595594  	11597462  	1868      
Chr10	11983940  	11984059  	119       
Chr10	13421971  	33338850  	19916879  
Chr10	13832074  	18930690  	5098616   
Chr10	14174830  	29406754  	15231924  
Chr10	14218452  	14305438  	86986     
Chr10	14420922  	18684445  	4263523   
Chr10	14542621  	33137255  	18594634  
Chr10	14542812  	34560263  	20017451  
Chr10	14724016  	18643898  	3919882   
Chr10	14731185  	18636750  	3905565   
Chr10	15060660  	46191235  	31130575  
Chr10	16151256  	33137431  	16986175  
Chr10	17057470  	19009095  	1951625   
Chr10	17272754  	29315788  	12043034  
Chr10	17333344  	22407533  	5074189   
Chr10	18029378  	50724909  	32695531  
Chr10	20661094  	20661448  	354       
Chr10	22739602  	28446722  	5707120   
Chr10	25449893  	34295231  	8845338   
Chr10	26269591  	33244689  	6975098   
Chr10	28418586  	45933689  	17515103  
Chr10	30848353  	38731650  	7883297   
Chr10	34522720  	34526153  	3433      
Chr10	34525507  	34525691  	184       
Chr10	34748962  	34749128  	166       
Chr10	38324998  	39823460  	1498462   
Chr10	39212020  	50558869  	11346849  
Chr10	40345823  	40346328  	505       
Chr10	41450356  	41450498  	142       
Chr10	42341285  	42351509  	10224     
Chr10	47549576  	51150453  	3600877   
Chr10	48082035  	48104783  	22748     
Chr11	369978    	963952    	593974    
Chr11	391057    	15363108  	14972051  
Chr11	963968    	6090741   	5126773   
Chr11	963957    	25378011  	24414054  
Chr11	1722486   	28944339  	27221853  
Chr11	1816588   	20078105  	18261517  
Chr11	3778623   	3778746   	123       
Chr11	3952617   	3952725   	108       
Chr11	4078013   	33358248  	29280235  
Chr11	4800862   	30552667  	25751805  
Chr11	8753818   	8753945   	127       
Chr11	8839931   	10971994  	2132063   
Chr11	8840071   	10972078  	2132007   
Chr11	9916442   	9916702   	260       
Chr11	11086704  	11087768  	1064      
Chr11	11113686  	12447692  	1334006   
Chr11	13185784  	13574036  	388252    
Chr11	15042507  	17092099  	2049592   
Chr11	15230782  	15889152  	658370    
Chr11	16168359  	16209038  	40679     
Chr11	16168374  	16209043  	40669     
Chr11	16193611  	33222300  	17028689  
Chr11	17043558  	17643890  	600332    
Chr11	17781485  	20178679  	2397194   
Chr11	18019324  	18723095  	703771    
Chr11	18022105  	18720302  	698197    
Chr11	18288675  	18502426  	213751    
Chr11	18289115  	18502292  	213177    
Chr11	18583155  	33036028  	14452873  
Chr11	23314601  	23319104  	4503      
Chr11	23837369  	27184004  	3346635   
Chr11	26923843  	28015522  	1091679   
Chr11	32552640  	32561705  	9065      
Chr11	33087132  	33089708  	2576      
Chr12	1326676   	1327545   	869       
Chr12	2454112   	11373239  	8919127   
Chr12	2566707   	37050361  	34483654  
Chr12	3048005   	3050112   	2107      
Chr12	3048067   	3050164   	2097      
Chr12	4254595   	24273271  	20018676  
Chr12	4303865   	9169943   	4866078   
Chr12	5275234   	5276803   	1569      
Chr12	5447194   	22445247  	16998053  
Chr12	5627744   	15945318  	10317574  
Chr12	7037581   	21353619  	14316038  
Chr12	8494100   	37442636  	28948536  
Chr12	9142698   	20915073  	11772375  
Chr12	9824410   	9825233   	823       
Chr12	11386511  	32766858  	21380347  
Chr12	11494767  	28796327  	17301560  
Chr12	11718875  	11729718  	10843     
Chr12	12627934  	18167726  	5539792   
Chr12	13595108  	29096567  	15501459  
Chr12	14726878  	14847994  	121116    
Chr12	14975732  	14978525  	2793      
Chr12	17509120  	28504392  	10995272  
Chr12	20294459  	26588761  	6294302   
Chr12	22455570  	22560356  	104786    
Chr12	23079184  	23079451  	267       
Chr12	23388752  	23388857  	105       
Chr12	24275185  	33276019  	9000834   
Chr12	24275213  	33275919  	9000706   
Chr12	24345831  	36831084  	12485253  
Chr12	24535464  	28784371  	4248907   
Chr12	25648498  	38792193  	13143695  
Chr12	35480288  	39184870  	3704582   
Chr12	35926507  	35935068  	8561      
Chr12	37956860  	37957099  	239       
Chr12	39184614  	39192028  	7414      
Chr12	39184739  	39193543  	8804      
Chr12	39184820  	39184962  	142       
Chr12	39185231  	39189269  	4038      
Chr12	39185501  	39185716  	215       
Chr12	39186786  	39187022  	236       
Chr12	39190547  	39192483  	1936      
Chr12	39191879  	39192014  	135       
Chr12	39191881  	39192147  	266       
Chr12	39192571  	39192700  	129       
Chr13	60956     	1790149   	1729193   
Chr13	797203    	834422    	37219     
Chr13	965036    	2849864   	1884828   
Chr13	1154179   	26185479  	25031300  
Chr13	1524338   	1698284   	173946    
Chr13	4432487   	6445642   	2013155   
Chr13	4899926   	9201928   	4302002   
Chr13	4968727   	12638638  	7669911   
Chr13	4971589   	12638550  	7666961   
Chr13	5248100   	5248309   	209       
Chr13	5510457   	33191668  	27681211  
Chr13	7151846   	9069466   	1917620   
Chr13	7358249   	11593277  	4235028   
Chr13	7358323   	16859265  	9500942   
Chr13	7358406   	24997054  	17638648  
Chr13	7358874   	44441662  	37082788  
Chr13	7848296   	38997661  	31149365  
Chr13	8122430   	17864581  	9742151   
Chr13	8373815   	9438872   	1065057   
Chr13	8610544   	36546059  	27935515  
Chr13	8924380   	9350798   	426418    
Chr13	11009321  	29466797  	18457476  
Chr13	11685542  	14490033  	2804491   
Chr13	15723625  	30966829  	15243204  
Chr13	15828783  	45761217  	29932434  
Chr13	16456400  	23458559  	7002159   
Chr13	16734641  	16734867  	226       
Chr13	16858783  	16858932  	149       
Chr13	16858884  	16858995  	111       
Chr13	17134864  	19331589  	2196725   
Chr13	17156760  	17156895  	135       
Chr13	18929272  	19683270  	753998    
Chr13	19689658  	38762845  	19073187  
Chr13	20280683  	32987172  	12706489  
Chr13	21388946  	33866588  	12477642  
Chr13	22747475  	34238866  	11491391  
Chr13	22747870  	22748029  	159       
Chr13	24376859  	42574687  	18197828  
Chr13	24996445  	24996739  	294       
Chr13	27011428  	28182723  	1171295   
Chr13	27063787  	34238866  	7175079   
Chr13	29439060  	44926688  	15487628  
Chr13	29862451  	30174982  	312531    
Chr13	29862689  	30207418  	344729    
Chr13	30343428  	30420368  	76940     
Chr13	30391406  	30663779  	272373    
Chr13	30663666  	30917913  	254247    
Chr13	31053276  	31120824  	67548     
Chr13	31053476  	31120650  	67174     
Chr13	33716689  	33740516  	23827     
Chr13	37025205  	43483972  	6458767   
Chr14	888462    	1001826   	113364    
Chr14	3168457   	3356742   	188285    
Chr14	3192128   	3357524   	165396    
Chr14	3192242   	3357146   	164904    
Chr14	3297213   	3367502   	70289     
Chr14	4289195   	6896792   	2607597   
Chr14	6333512   	6399472   	65960     
Chr14	9422651   	14412695  	4990044   
Chr14	9751014   	38789749  	29038735  
Chr14	10377278  	40196083  	29818805  
Chr14	10477917  	17338318  	6860401   
Chr14	10599537  	34619738  	24020201  
Chr14	10997693  	21216041  	10218348  
Chr14	11684042  	16009065  	4325023   
Chr14	11684099  	16009189  	4325090   
Chr14	13015724  	27432801  	14417077  
Chr14	13015869  	27432660  	14416791  
Chr14	13444748  	28096134  	14651386  
Chr14	14855638  	29929271  	15073633  
Chr14	16009074  	39235413  	23226339  
Chr14	16082061  	16330455  	248394    
Chr14	16177449  	34174951  	17997502  
Chr14	16604986  	24857958  	8252972   
Chr14	16778405  	48267321  	31488916  
Chr14	17729029  	29842253  	12113224  
Chr14	18071004  	18765366  	694362    
Chr14	19770502  	38396730  	18626228  
Chr14	20131857  	43698943  	23567086  
Chr14	22471291  	31280491  	8809200   
Chr14	26515888  	30601266  	4085378   
Chr14	28103171  	40497580  	12394409  
Chr14	28103266  	40497337  	12394071  
Chr14	28354076  	38524620  	10170544  
Chr14	28998172  	28998410  	238       
Chr14	29662079  	29662301  	222       
Chr14	29941907  	35532888  	5590981   
Chr14	29942314  	35532881  	5590567   
Chr14	29946634  	35532867  	5586233   
Chr14	29959713  	35532884  	5573171   
Chr14	29995190  	35532875  	5537685   
Chr14	29996339  	35532757  	5536418   
Chr14	29996462  	35532869  	5536407   
Chr14	29998560  	35532906  	5534346   
Chr14	30144499  	38697507  	8553008   
Chr14	30144530  	38697408  	8552878   
Chr14	31640396  	31640608  	212       
Chr14	32056762  	37473343  	5416581   
Chr14	32058628  	37460632  	5402004   
Chr14	35033113  	35033306  	193       
Chr14	37240952  	45928610  	8687658   
Chr14	38679252  	39217333  	538081    
Chr14	42181130  	43262968  	1081838   
Chr14	44981938  	44982209  	271       
Chr14	45470806  	45470904  	98        
Chr14	46955370  	47047018  	91648     
Chr14	46995388  	47047233  	51845     
