Chr     Start       End    Length
Chr01  39886696  39896339      9643
Chr01  39947106  39956725      9619
Chr01  39981930  39985576      3646
Chr01  40014317  40038088     23771
Chr01  40290602  40291317       715
Chr01  40385270  40385326        56
Chr01  40393790  40417373     23583
Chr01  40531653  40549401     17748
Chr01  40538942  40539344       402
Chr01  40586700  40586947       247
Chr01  40647452  40651083      3631
Chr01  40707918  40708665       747
Chr01  40823697  40871277     47580
Chr01  40843200  40843255        55
Chr01  40847485  40847541        56
Chr01  40852100  43824281   2972181
Chr01  40854346  40895497     41151
Chr01  40940999  40959087     18088
Chr01  40995303  41011413     16110
Chr01  41251762  41252941      1179
Chr01  42095566  42095953       387
Chr01  42103922  42114814     10892
Chr01  42108043  42108829       786
Chr01  42118921  42121018      2097
Chr01  42119127  42137073     17946
Chr01  42120591  42137159     16568
Chr01  42120753  42135271     14518
Chr01  42121115  42137142     16027
Chr01  42135501  42137078      1577
Chr01  42145535  42145642       107
Chr01  42377371  42387437     10066
Chr01  42409012  42411892      2880
Chr01  42450064  42450115        51
Chr01  42503147  42503483       336
Chr01  42559624  42559709        85
Chr01  42562586  42563165       579
Chr01  42572494  42572582        88
Chr01  42578586  42581808      3222
Chr01  42604883  42604946        63
Chr01  42608575  42608602        27
Chr01  42627499  42627898       399
Chr01  42646181  42655429      9248
Chr01  42697162  42707604     10442
Chr01  42809013  42809371       358
Chr01  42809415  42809786       371
Chr01  42921088  42921532       444
Chr01  43995503  44004071      8568
Chr01  44006839  44008783      1944
Chr01  45140264  45140631       367
Chr01  45278931  45279009        78
Chr01  46284939  46287824      2885
Chr01  46503799  49096019   2592220
Chr01  46682617  46688036      5419
Chr01  47030456  47035434      4978
Chr01  47299360  47299670       310
Chr01  47436851  47437004       153
Chr01  47499976  47500127       151
Chr01  47955911  47955944        33
Chr01  47972201  47972264        63
Chr01  47975926  47982619      6693
Chr01  48063204  48069087      5883
Chr01  48220747  48220822        75
Chr01  48274659  48286223     11564
Chr01  48328875  48329205       330
Chr01  48508688  48508768        80
Chr01  48561885  48561971        86
Chr01  49474631  49476563      1932
Chr01  49637176  49637336       160
Chr01  49859322  49859522       200
Chr01  49954190  49954845       655
Chr01  50013303  50013357        54
Chr01  50122470  50122503        33
Chr01  50123891  50124774       883
Chr01  50199089  50204361      5272
Chr01  50337152  50337207        55
Chr01  50350900  50350931        31
Chr01  50496300  50496345        45
Chr01  50505974  50505998        24
Chr01  50513485  50513530        45
Chr01  50621612  50624254      2642
Chr01  50659454  50659632       178
Chr01  51513051  51514470      1419
Chr01  51529998  51530024        26
Chr01  51766235  51769413      3178
Chr01  52599335  52599382        47
Chr01  52636049  52636547       498
Chr01  53555266  53555471       205
Chr01  53719626  53720491       865
Chr01  53747119  53747193        74
Chr01  54112033  54117322      5289
Chr01  54160949  54161299       350
Chr01  54240028  54241833      1805
Chr01  54588832  54588910        78
Chr01  54685645  54685708        63
Chr01  55116915  55117035       120
Chr01  55135253  55135289        36
Chr01  55176297  55176431       134
Chr01  55340334  55340531       197
Chr01  55345695  55345760        65
Chr01  55354575  55354669        94
Chr01  55361320  55362653      1333
Chr01  55369593  55369645        52
Chr01  56246349  56246429        80
Chr01  56432372  56432409        37
Chr01  56510752  56510930       178
Chr01  56511772  56512466       694
Chr01  56592432  56592764       332
Chr01  56627061  56630471      3410
Chr01  56738681  56738810       129
Chr01  56739226  56739567       341
Chr01  56761484  56761987       503
Chr01  56803085  56804461      1376
Chr01  56820683  56820706        23
Chr02    231877    232215       338
Chr02    252986    253035        49
Chr02    317593    317633        40
Chr02    360912    362943      2031
Chr02    688044    688096        52
Chr02    777281    777332        51
Chr02    881156    881175        19
Chr02    972027    972056        29
Chr02   1213682   1214805      1123
Chr02   1650195   1650673       478
Chr02   2540675   2752553    211878
Chr02   2613356   2613480       124
Chr02   2713724   2713752        28
Chr02   2720898  47750194  45029296
Chr02   2738187   2738211        24
Chr02   2752415   2752522       107
Chr02   2932552   2932746       194
Chr02   3031832   3031872        40
Chr02   3050094   3053769      3675
Chr02   3066906   3069590      2684
Chr02   3147231   3147327        96
Chr02   3159203   3159296        93
Chr02   3246581   3246620        39
Chr02   3390537   3390557        20
Chr02   3397999   3398041        42
Chr02   3523693   3523751        58
Chr02   3607928   3609633      1705
Chr02   3610367   3610414        47
Chr02   3612659   3612952       293
Chr02   3794142   3795091       949
Chr02   3824166   3824238        72
Chr02   3854931   3854992        61
Chr02   3868985   3869023        38
Chr02   4024459   4024521        62
Chr02   4088177   4088234        57
Chr02   4122437   4122517        80
Chr02   4260234   4260303        69
Chr02   4883304   4883329        25
Chr02   4884595   4884621        26
Chr02   4969130   4969194        64
Chr02   5025171   5025197        26
Chr02   5037226   5037314        88
Chr02   5167089   5167192       103
Chr02   5212249   5212275        26
Chr02   5299975   5300630       655
Chr02   5411357   5411395        38
Chr02   5416238   5416272        34
Chr02   5663108   5663170        62
Chr02   6047503   6047563        60
Chr02   6288956   6289251       295
Chr02   6326378   6326418        40
Chr02   6326906   6326930        24
Chr02   6402782  45443455  39040673
Chr02   6439644   6440305       661
Chr02   6490617   6491009       392
Chr02   6991265   6991319        54
Chr02   7040197   7040247        50
Chr02   7128578   7130240      1662
Chr02   7180210   7180334       124
Chr02   7830940   7830971        31
Chr02   8233829   8243665      9836
Chr02   8292159   8292201        42
Chr02   8301404   8301430        26
Chr02   8370924   8370988        64
Chr02   8380553   8381735      1182
Chr02   8543775   8543966       191
Chr02   8801791   8802265       474
Chr02   8816779   8816810        31
Chr02   8992737   8992902       165
Chr02   9088438   9089444      1006
Chr02   9136397   9136482        85
Chr02   9291680   9295660      3980
Chr02   9515480   9515524        44
Chr02   9592694   9592745        51
Chr02  10220856  10221275       419
Chr02  10328309  10328339        30
Chr02  10396304  10396686       382
Chr02  10583795  10583823        28
Chr02  10586111  10586360       249
Chr02  10664780  10667034      2254
Chr02  11044194  11044246        52
Chr02  11365466  11365526        60
Chr02  11383727  11383769        42
Chr02  11462667  11550723     88056
Chr02  11489953  11490080       127
Chr02  11508986  11635373    126387
Chr02  11519843  11550673     30830
Chr02  11567574  13496980   1929406
Chr02  11839783  21448238   9608455
Chr02  12725673  40085267  27359594
Chr02  12893012  12893457       445
Chr02  12918437  35844649  22926212
Chr02  13487950  13518520     30570
Chr02  13748040  13748088        48
Chr02  13951285  13952887      1602
Chr02  13979711  13979744        33
Chr02  14232536  14232558        22
Chr02  14238121  14238161        40
Chr02  14352816  14353187       371
Chr02  14360479  14360649       170
Chr02  14419724  14419770        46
Chr02  14487152  14487252       100
Chr02  14611630  14611654        24
Chr02  14793423  14793463        40
Chr02  15208313  15208343        30
Chr02  15930986  15931303       317
Chr02  16088564  16088908       344
Chr02  16090720  16091089       369
Chr02  16212334  16213360      1026
Chr02  16956340  16956367        27
Chr02  17420159  17420517       358
Chr02  17473318  17474418      1100
Chr02  17485540  17485909       369
Chr02  17485872  17486261       389
Chr02  17853474  17853493        19
Chr02  18847211  22190201   3342990
Chr02  18852211  18852619       408
Chr02  19270283  19270602       319
Chr02  19371026  19371623       597
Chr02  19427060  19427376       316
Chr02  19481103  19481479       376
Chr02  19624821  19625184       363
Chr02  19770740  19771066       326
Chr02  19770910  19879360    108450
Chr02  19771082  19772530      1448
Chr02  19772032  19774402      2370
Chr02  19772383  19879765    107382
Chr02  19772698  19796373     23675
Chr02  19772861  19850329     77468
Chr02  19774701  19775771      1070
Chr02  19800840  19802702      1862
Chr02  19802451  19802791       340
Chr02  19803643  19824104     20461
Chr02  19824018  19944744    120726
Chr02  19824025  19881993     57968
Chr02  19842903  19858021     15118
Chr02  19846826  19850581      3755
Chr02  19859684  19860029       345
Chr02  19887969  19925228     37259
Chr02  19896863  19897245       382
Chr02  19958313  19958686       373
Chr02  19981821  19989299      7478
Chr02  19982280  19989284      7004
Chr02  19994251  19995579      1328
Chr02  20028881  20029423       542
Chr02  20029098  20029457       359
Chr02  20030161  20030911       750
Chr02  20080566  20080961       395
Chr02  20081068  20085609      4541
Chr02  20081100  20086218      5118
Chr02  20081761  20111676     29915
Chr02  20086172  20111397     25225
Chr02  20109748  20256355    146607
Chr02  20110411  20111338       927
Chr02  20119478  20119826       348
Chr02  20130011  20131853      1842
Chr02  20137134  20200175     63041
Chr02  20158977  20159359       382
Chr02  20163509  20163904       395
Chr02  20164913  20165311       398
Chr02  20165466  20165882       416
Chr02  20167385  20216258     48873
Chr02  20167389  20167716       327
Chr02  20169369  20172734      3365
Chr02  20192361  20256491     64130
Chr02  20205727  20206108       381
Chr02  20210477  20210852       375
Chr02  20212936  20225964     13028
Chr02  20216762  20232005     15243
Chr02  20219876  20224447      4571
Chr02  20225593  20225977       384
Chr02  20226635  20232070      5435
Chr02  20230910  20234194      3284
Chr02  20235144  20235494       350
Chr02  20239299  20239662       363
Chr02  20239849  20240620       771
Chr02  20265023  20266329      1306
Chr02  20267265  20267637       372
Chr02  20285309  20287650      2341
Chr02  20302438  20304422      1984
Chr02  20302635  20309127      6492
Chr02  20304487  20311579      7092
Chr02  20304530  20318058     13528
Chr02  20305569  20317981     12412
Chr02  20307108  20312924      5816
Chr02  20308350  20312919      4569
Chr02  20308897  20309239       342
Chr02  20309219  20310186       967
Chr02  20309594  20322853     13259
Chr02  20310692  20317998      7306
Chr02  20311939  20318066      6127
Chr02  20312055  20312414       359
Chr02  20312524  20312935       411
Chr02  20313152  20318065      4913
Chr02  20316681  20317050       369
Chr02  20449597  20449905       308
Chr02  20652703  27220580   6567877
Chr02  20783902  20784276       374
Chr02  20924471  21044670    120199
