Chr			Length
Chr04			140
Chr04			141
Chr04			142
Chr04			142
Chr04			143
Chr04			144
Chr04			144
Chr04			148
Chr04			152
Chr04			161
Chr04			169
Chr04			169
the total of Chr04 is 52


Chr05			56
Chr05			77
Chr05			77
Chr05			87
Chr05			90
Chr05			91
Chr05			93
Chr05			94
Chr05			95
Chr05			95
Chr05			98
Chr05			99
Chr05			99
Chr05			99
Chr05			100
Chr05			100
Chr05			100
Chr05			100
Chr05			100
Chr05			100
Chr05			101
Chr05			103
Chr05			104
Chr05			113
Chr05			115
Chr05			121
Chr05			133
Chr05			135
Chr05			135
Chr05			147
Chr05			147
Chr05			151
Chr05			151
Chr05			152
Chr05			156
Chr05			156
the total of Chr05 is 36


Chr06			49
Chr06			56
Chr06			61
Chr06			63
Chr06			67
Chr06			70
Chr06			76
Chr06			83
Chr06			86
Chr06			88
Chr06			90
Chr06			90
Chr06			91
Chr06			91
Chr06			92
Chr06			94
Chr06			96
Chr06			97
Chr06			98
Chr06			98
Chr06			99
Chr06			99
Chr06			99
Chr06			99
Chr06			100
Chr06			100
Chr06			100
Chr06			100
Chr06			100
Chr06			100
Chr06			100
Chr06			100
Chr06			100
Chr06			100
Chr06			100
Chr06			100
Chr06			100
Chr06			101
Chr06			102
Chr06			102
Chr06			103
Chr06			103
Chr06			103
Chr06			103
Chr06			104
Chr06			104
Chr06			105
Chr06			106
Chr06			108
Chr06			109
Chr06			109
Chr06			110
Chr06			111
Chr06			111
Chr06			112
Chr06			112
Chr06			114
Chr06			114
Chr06			114
Chr06			115
Chr06			115
Chr06			116
Chr06			117
Chr06			119
Chr06			121
Chr06			123
Chr06			127
Chr06			128
Chr06			128
Chr06			130
Chr06			131
Chr06			131
Chr06			132
Chr06			132
Chr06			132
Chr06			133
Chr06			134
Chr06			137
Chr06			138
Chr06			138
Chr06			139
Chr06			139
Chr06			140
Chr06			140
Chr06			143
Chr06			144
Chr06			144
Chr06			146
Chr06			146
Chr06			146
Chr06			147
Chr06			152
Chr06			153
Chr06			153
Chr06			153
Chr06			154
Chr06			156
Chr06			157
Chr06			159
Chr06			160
Chr06			161
Chr06			161
Chr06			162
Chr06			170
Chr06			174
Chr06			185
Chr06			198
the total of Chr06 is 107


Chr07			44
Chr07			66
Chr07			72
Chr07			73
Chr07			74
Chr07			82
Chr07			88
Chr07			92
Chr07			93
Chr07			93
Chr07			94
Chr07			94
Chr07			94
Chr07			99
Chr07			100
Chr07			100
Chr07			100
Chr07			100
Chr07			100
Chr07			100
Chr07			100
Chr07			100
Chr07			100
Chr07			100
Chr07			100
Chr07			102
Chr07			102
Chr07			106
Chr07			106
Chr07			107
Chr07			109
Chr07			110
Chr07			110
Chr07			113
Chr07			114
Chr07			114
Chr07			115
Chr07			116
Chr07			116
Chr07			120
Chr07			122
Chr07			124
Chr07			125
Chr07			125
Chr07			132
Chr07			134
Chr07			134
Chr07			135
Chr07			136
Chr07			137
Chr07			137
Chr07			139
Chr07			139
Chr07			140
Chr07			141
Chr07			141
Chr07			142
Chr07			142
Chr07			147
Chr07			148
Chr07			150
Chr07			155
Chr07			158
Chr07			159
Chr07			175
Chr07			215
the total of Chr07 is 66


Chr08			64
Chr08			69
Chr08			76
Chr08			78
Chr08			79
Chr08			82
Chr08			86
Chr08			92
Chr08			92
Chr08			93
Chr08			95
Chr08			96
Chr08			97
Chr08			98
Chr08			100
Chr08			100
Chr08			101
Chr08			102
Chr08			105
Chr08			105
Chr08			109
Chr08			109
Chr08			112
Chr08			116
Chr08			117
Chr08			120
Chr08			121
Chr08			128
Chr08			130
Chr08			132
Chr08			135
Chr08			136
Chr08			136
Chr08			145
Chr08			145
Chr08			146
Chr08			147
Chr08			149
Chr08			162
Chr08			163
Chr08			170
the total of Chr08 is 41


Chr09			60
Chr09			69
Chr09			71
Chr09			82
Chr09			87
Chr09			88
Chr09			89
Chr09			89
Chr09			91
Chr09			92
Chr09			93
Chr09			94
Chr09			95
Chr09			95
Chr09			97
Chr09			97
Chr09			98
Chr09			100
Chr09			100
Chr09			100
Chr09			100
Chr09			100
Chr09			100
Chr09			100
Chr09			101
Chr09			102
Chr09			102
Chr09			103
Chr09			104
Chr09			104
Chr09			104
Chr09			105
Chr09			107
Chr09			108
Chr09			110
Chr09			111
Chr09			111
Chr09			113
Chr09			113
Chr09			114
Chr09			115
Chr09			116
Chr09			117
Chr09			123
Chr09			124
Chr09			124
Chr09			125
Chr09			126
Chr09			127
Chr09			130
Chr09			131
Chr09			132
Chr09			134
Chr09			139
Chr09			144
Chr09			146
Chr09			146
Chr09			149
Chr09			149
Chr09			151
Chr09			152
Chr09			153
Chr09			155
Chr09			158
Chr09			159
Chr09			167
Chr09			171
Chr09			181
Chr09			210
the total of Chr09 is 69


Chr10			62
Chr10			64
Chr10			65
Chr10			83
Chr10			85
Chr10			87
Chr10			88
Chr10			90
Chr10			91
Chr10			91
Chr10			92
Chr10			96
Chr10			97
Chr10			97
Chr10			98
Chr10			99
Chr10			99
Chr10			99
Chr10			100
Chr10			100
Chr10			100
Chr10			100
Chr10			100
Chr10			101
Chr10			101
Chr10			101
Chr10			103
Chr10			104
Chr10			106
Chr10			106
Chr10			107
Chr10			108
Chr10			109
Chr10			112
Chr10			112
Chr10			113
Chr10			115
Chr10			116
Chr10			116
Chr10			120
Chr10			123
Chr10			124
Chr10			127
Chr10			130
Chr10			137
Chr10			139
Chr10			141
Chr10			141
Chr10			142
Chr10			146
Chr10			146
Chr10			151
Chr10			154
Chr10			154
Chr10			157
Chr10			157
Chr10			158
Chr10			168
Chr10			178
the total of Chr10 is 59


Chr11			75
Chr11			83
Chr11			91
Chr11			95
Chr11			98
Chr11			99
Chr11			100
Chr11			100
Chr11			101
Chr11			101
Chr11			102
Chr11			102
Chr11			102
Chr11			103
Chr11			105
Chr11			109
Chr11			118
Chr11			121
Chr11			124
Chr11			125
Chr11			127
Chr11			128
Chr11			131
Chr11			132
Chr11			144
Chr11			147
Chr11			148
Chr11			152
Chr11			153
Chr11			153
Chr11			158
Chr11			159
Chr11			174
Chr11			176
Chr11			212
the total of Chr11 is 35


Chr12			61
Chr12			77
Chr12			86
Chr12			89
Chr12			92
Chr12			92
Chr12			94
Chr12			97
Chr12			100
Chr12			100
Chr12			103
Chr12			108
Chr12			109
Chr12			110
Chr12			111
Chr12			111
Chr12			114
Chr12			115
Chr12			117
Chr12			118
Chr12			119
Chr12			121
Chr12			122
Chr12			131
Chr12			131
Chr12			133
Chr12			134
Chr12			143
Chr12			146
Chr12			149
Chr12			149
Chr12			157
Chr12			173
the total of Chr12 is 33


Chr13			53
Chr13			62
Chr13			67
Chr13			83
Chr13			86
Chr13			87
Chr13			88
Chr13			89
Chr13			89
Chr13			91
Chr13			94
Chr13			97
Chr13			97
Chr13			97
Chr13			97
Chr13			98
Chr13			98
Chr13			99
Chr13			100
Chr13			100
Chr13			100
Chr13			100
Chr13			100
Chr13			100
Chr13			100
Chr13			100
Chr13			100
Chr13			100
Chr13			100
Chr13			100
Chr13			100
Chr13			101
Chr13			101
Chr13			104
Chr13			105
Chr13			105
Chr13			105
Chr13			106
Chr13			106
Chr13			107
Chr13			108
Chr13			108
Chr13			109
Chr13			109
Chr13			109
Chr13			110
Chr13			112
Chr13			114
Chr13			114
Chr13			117
Chr13			117
Chr13			119
Chr13			119
Chr13			119
Chr13			123
Chr13			123
Chr13			125
Chr13			127
Chr13			128
Chr13			129
Chr13			129
Chr13			131
Chr13			131
Chr13			134
Chr13			135
Chr13			135
Chr13			135
Chr13			137
Chr13			137
Chr13			138
Chr13			139
Chr13			141
Chr13			143
Chr13			144
Chr13			145
Chr13			145
Chr13			146
Chr13			147
Chr13			147
Chr13			148
Chr13			149
Chr13			151
Chr13			151
Chr13			151
Chr13			156
Chr13			157
Chr13			158
Chr13			161
Chr13			164
Chr13			165
Chr13			177
Chr13			192
Chr13			196
the total of Chr13 is 93


Chr14			57
Chr14			59
Chr14			64
Chr14			66
Chr14			76
Chr14			76
Chr14			83
Chr14			91
Chr14			93
Chr14			93
Chr14			94
Chr14			94
Chr14			94
Chr14			97
Chr14			98
Chr14			99
Chr14			100
Chr14			100
Chr14			100
Chr14			100
Chr14			100
Chr14			100
Chr14			100
Chr14			100
Chr14			100
Chr14			100
Chr14			100
Chr14			101
Chr14			102
Chr14			103
Chr14			104
Chr14			106
Chr14			108
Chr14			109
Chr14			109
Chr14			111
Chr14			114
Chr14			116
Chr14			116
Chr14			118
Chr14			131
Chr14			133
Chr14			135
Chr14			136
Chr14			141
Chr14			143
Chr14			143
Chr14			145
Chr14			150
Chr14			152
Chr14			153
Chr14			156
Chr14			159
Chr14			163
Chr14			165
Chr14			171
Chr14			191
the total of Chr14 is 57


Chr15			55
Chr15			62
Chr15			67
Chr15			70
Chr15			70
Chr15			70
Chr15			79
Chr15			82
Chr15			84
Chr15			86
Chr15			88
Chr15			89
Chr15			89
Chr15			90
Chr15			92
Chr15			92
Chr15			94
Chr15			95
Chr15			95
Chr15			96
Chr15			97
Chr15			98
Chr15			99
Chr15			100
Chr15			100
Chr15			100
Chr15			100
Chr15			100
Chr15			100
Chr15			100
Chr15			100
Chr15			100
Chr15			100
Chr15			100
Chr15			100
Chr15			100
Chr15			101
Chr15			103
Chr15			104
Chr15			105
Chr15			107
Chr15			110
Chr15			110
Chr15			111
Chr15			113
Chr15			114
Chr15			115
Chr15			115
Chr15			116
Chr15			118
Chr15			119
Chr15			119
Chr15			121
Chr15			122
Chr15			122
Chr15			125
Chr15			126
Chr15			128
Chr15			129
Chr15			129
Chr15			130
Chr15			130
Chr15			130
Chr15			131
Chr15			132
Chr15			133
Chr15			134
Chr15			136
Chr15			136
Chr15			138
Chr15			138
Chr15			138
Chr15			138
Chr15			140
Chr15			140
Chr15			142
Chr15			142
Chr15			144
Chr15			145
Chr15			146
Chr15			146
Chr15			147
Chr15			148
Chr15			148
Chr15			150
Chr15			150
Chr15			151
Chr15			151
Chr15			152
Chr15			152
Chr15			153
Chr15			154
Chr15			155
Chr15			161
Chr15			168
Chr15			168
Chr15			179
Chr15			180
Chr15			185
Chr15			194
Chr15			204
the total of Chr15 is 101


Chr16			54
Chr16			56
Chr16			71
Chr16			74
Chr16			85
Chr16			87
Chr16			90
Chr16			92
Chr16			93
Chr16			97
Chr16			97
Chr16			98
Chr16			99
Chr16			99
Chr16			99
Chr16			99
Chr16			100
Chr16			100
Chr16			100
Chr16			100
Chr16			100
Chr16			100
Chr16			100
Chr16			100
Chr16			100
Chr16			100
Chr16			100
Chr16			102
Chr16			103
Chr16			104
Chr16			105
Chr16			105
Chr16			105
Chr16			106
Chr16			106
Chr16			107
Chr16			108
Chr16			109
Chr16			109
Chr16			109
Chr16			110
Chr16			110
Chr16			111
Chr16			111
Chr16			112
Chr16			114
Chr16			114
Chr16			115
Chr16			115
Chr16			117
Chr16			117
Chr16			117
Chr16			120
Chr16			123
Chr16			125
Chr16			125
Chr16			128
Chr16			129
Chr16			132
Chr16			135
Chr16			137
Chr16			138
Chr16			139
Chr16			139
Chr16			141
Chr16			142
Chr16			143
Chr16			145
Chr16			145
Chr16			148
Chr16			148
Chr16			149
Chr16			150
Chr16			154
Chr16			158
Chr16			163
Chr16			166
Chr16			170
Chr16			174
Chr16			211
the total of Chr16 is 80


Chr17			70
Chr17			71
Chr17			73
Chr17			77
Chr17			86
Chr17			92
Chr17			93
Chr17			96
Chr17			99
Chr17			100
Chr17			100
Chr17			100
Chr17			100
Chr17			100
Chr17			100
Chr17			100
Chr17			102
Chr17			103
Chr17			103
Chr17			104
Chr17			104
Chr17			106
Chr17			108
Chr17			108
Chr17			108
Chr17			109
Chr17			110
Chr17			112
Chr17			115
Chr17			115
Chr17			117
Chr17			118
Chr17			124
Chr17			134
Chr17			136
Chr17			136
Chr17			147
Chr17			150
Chr17			153
Chr17			160
Chr17			165
Chr17			166
Chr17			172
Chr17			191
the total of Chr17 is 44


Chr18			51
Chr18			56
Chr18			60
Chr18			70
Chr18			73
Chr18			87
Chr18			91
Chr18			92
Chr18			93
Chr18			94
Chr18			95
Chr18			95
Chr18			96
Chr18			97
Chr18			97
Chr18			97
Chr18			97
Chr18			98
Chr18			99
Chr18			100
Chr18			100
Chr18			100
Chr18			100
Chr18			100
Chr18			100
Chr18			100
Chr18			101
Chr18			103
Chr18			106
Chr18			108
Chr18			108
Chr18			110
Chr18			114
Chr18			114
Chr18			115
Chr18			116
Chr18			119
Chr18			119
Chr18			119
Chr18			121
Chr18			124
Chr18			128
Chr18			128
Chr18			130
Chr18			130
Chr18			131
Chr18			135
Chr18			138
Chr18			141
Chr18			141
Chr18			142
Chr18			143
Chr18			144
Chr18			145
Chr18			145
Chr18			145
Chr18			146
Chr18			147
Chr18			148
Chr18			149
Chr18			149
Chr18			150
Chr18			150
Chr18			151
Chr18			153
Chr18			156
Chr18			157
Chr18			158
Chr18			162
Chr18			164
Chr18			166
Chr18			186
Chr18			190
the total of Chr18 is 73


Chr19			62
Chr19			64
Chr19			71
Chr19			73
Chr19			75
Chr19			85
Chr19			87
Chr19			94
Chr19			94
Chr19			94
Chr19			96
Chr19			97
Chr19			97
Chr19			98
Chr19			99
Chr19			99
Chr19			99
Chr19			99
Chr19			100
Chr19			100
Chr19			100
Chr19			100
Chr19			100
Chr19			100
Chr19			100
Chr19			100
Chr19			100
Chr19			100
Chr19			100
Chr19			100
Chr19			100
Chr19			100
Chr19			105
Chr19			105
Chr19			105
Chr19			106
Chr19			107
Chr19			107
Chr19			108
Chr19			108
Chr19			110
Chr19			110
Chr19			111
Chr19			112
Chr19			115
Chr19			116
Chr19			119
Chr19			120
Chr19			120
Chr19			124
Chr19			125
Chr19			127
Chr19			128
Chr19			131
Chr19			136
Chr19			137
Chr19			137
Chr19			138
Chr19			139
Chr19			141
Chr19			141
Chr19			142
Chr19			143
Chr19			144
Chr19			145
Chr19			146
Chr19			146
Chr19			147
Chr19			147
Chr19			148
Chr19			151
Chr19			154
Chr19			157
Chr19			157
Chr19			158
Chr19			159
Chr19			160
Chr19			160
Chr19			161
Chr19			167
the total of Chr19 is 80


Chr20			62
Chr20			73
Chr20			82
Chr20			87
Chr20			90
Chr20			92
Chr20			92
Chr20			92
Chr20			97
Chr20			98
Chr20			98
Chr20			99
Chr20			100
Chr20			100
Chr20			100
Chr20			100
Chr20			100
Chr20			100
Chr20			100
Chr20			104
Chr20			104
Chr20			105
Chr20			106
Chr20			107
Chr20			108
Chr20			108
Chr20			109
Chr20			111
Chr20			114
Chr20			114
Chr20			121
Chr20			122
Chr20			128
Chr20			129
Chr20			132
Chr20			134
Chr20			134
Chr20			136
Chr20			137
Chr20			138
Chr20			140
Chr20			140
Chr20			140
Chr20			141
Chr20			142
Chr20			147
Chr20			147
Chr20			148
Chr20			149
Chr20			149
Chr20			150
Chr20			152
Chr20			153
Chr20			155
Chr20			156
Chr20			156
Chr20			165
Chr20			178
Chr20			225
the total of Chr20 is 59


scaffold_27			87
scaffold_27			94
scaffold_111			100
scaffold_21			107
scaffold_789			124
scaffold_73			126
scaffold_263			186
the total of SCaffold is 7


