Chr			Length
Chr01			320
Chr01			321
Chr01			321
Chr01			322
Chr01			327
Chr01			327
Chr01			330
Chr01			330
Chr01			331
Chr01			331
Chr01			331
Chr01			331
Chr01			332
Chr01			332
Chr01			333
Chr01			335
Chr01			335
Chr01			336
Chr01			336
Chr01			337
Chr01			337
Chr01			338
Chr01			338
Chr01			340
Chr01			341
Chr01			341
Chr01			343
Chr01			343
Chr01			344
Chr01			344
Chr01			345
Chr01			346
Chr01			346
Chr01			346
Chr01			347
Chr01			348
Chr01			349
Chr01			350
Chr01			352
Chr01			353
Chr01			353
Chr01			354
Chr01			354
Chr01			354
Chr01			355
Chr01			355
Chr01			356
Chr01			357
Chr01			357
Chr01			358
Chr01			358
Chr01			358
Chr01			358
Chr01			358
Chr01			360
Chr01			361
Chr01			361
Chr01			363
Chr01			363
Chr01			363
Chr01			363
Chr01			364
Chr01			365
Chr01			365
Chr01			366
Chr01			366
Chr01			366
Chr01			367
Chr01			367
Chr01			367
Chr01			367
Chr01			367
Chr01			368
Chr01			368
Chr01			368
Chr01			368
Chr01			368
Chr01			369
Chr01			371
Chr01			371
Chr01			371
Chr01			372
Chr01			373
Chr01			373
Chr01			374
Chr01			374
Chr01			374
Chr01			375
Chr01			376
Chr01			376
Chr01			376
Chr01			376
Chr01			378
Chr01			379
Chr01			380
Chr01			380
Chr01			381
Chr01			381
Chr01			382
Chr01			383
Chr01			383
Chr01			383
Chr01			384
Chr01			384
Chr01			386
Chr01			387
Chr01			387
Chr01			388
Chr01			389
Chr01			390
Chr01			390
Chr01			390
Chr01			392
Chr01			393
Chr01			393
Chr01			394
Chr01			394
Chr01			395
Chr01			397
Chr01			398
Chr01			399
Chr01			400
Chr01			400
Chr01			400
Chr01			401
Chr01			401
Chr01			402
Chr01			403
Chr01			403
Chr01			406
Chr01			406
Chr01			406
Chr01			406
Chr01			407
Chr01			407
Chr01			410
Chr01			414
Chr01			416
Chr01			417
Chr01			420
Chr01			421
Chr01			422
Chr01			424
Chr01			435
Chr01			436
Chr01			443
Chr01			444
Chr01			447
Chr01			449
Chr01			459
Chr01			498
Chr01			503
Chr01			504
Chr01			514
Chr01			519
Chr01			534
Chr01			534
Chr01			542
Chr01			559
Chr01			562
Chr01			573
Chr01			579
Chr01			586
Chr01			587
Chr01			606
Chr01			630
Chr01			647
Chr01			655
Chr01			672
Chr01			684
Chr01			690
Chr01			691
Chr01			694
Chr01			699
Chr01			710
Chr01			712
Chr01			715
Chr01			719
Chr01			747
Chr01			763
Chr01			769
Chr01			777
Chr01			786
Chr01			827
Chr01			863
Chr01			865
Chr01			883
Chr01			954
Chr01			969
Chr01			970
Chr01			977
Chr01			983
Chr01			986
Chr01			1004
Chr01			1016
Chr01			1056
Chr01			1074
Chr01			1084
Chr01			1093
Chr01			1095
Chr01			1114
Chr01			1132
Chr01			1145
Chr01			1161
Chr01			1179
Chr01			1181
Chr01			1238
Chr01			1256
Chr01			1267
Chr01			1333
Chr01			1359
Chr01			1375
Chr01			1375
Chr01			1376
Chr01			1419
Chr01			1456
Chr01			1483
Chr01			1484
Chr01			1486
Chr01			1514
Chr01			1551
Chr01			1577
Chr01			1587
Chr01			1607
Chr01			1619
Chr01			1627
Chr01			1632
Chr01			1705
Chr01			1709
Chr01			1712
Chr01			1713
Chr01			1731
Chr01			1764
Chr01			1805
Chr01			1846
Chr01			1869
Chr01			1876
Chr01			1923
Chr01			1932
Chr01			1936
Chr01			1944
Chr01			1982
Chr01			2037
Chr01			2097
Chr01			2099
Chr01			2117
Chr01			2147
Chr01			2173
Chr01			2178
Chr01			2213
Chr01			2264
Chr01			2311
Chr01			2311
Chr01			2333
Chr01			2333
Chr01			2387
Chr01			2499
Chr01			2501
Chr01			2562
Chr01			2563
Chr01			2610
Chr01			2614
Chr01			2626
Chr01			2628
Chr01			2640
Chr01			2642
Chr01			2774
Chr01			2799
Chr01			2841
Chr01			2870
Chr01			2880
Chr01			2885
Chr01			3015
Chr01			3052
Chr01			3075
Chr01			3157
Chr01			3178
Chr01			3222
Chr01			3268
Chr01			3391
Chr01			3410
Chr01			3470
Chr01			3539
Chr01			3562
Chr01			3568
Chr01			3631
Chr01			3646
Chr01			3689
Chr01			3705
Chr01			3812
Chr01			3846
Chr01			3868
Chr01			4094
Chr01			4102
Chr01			4114
Chr01			4140
Chr01			4234
Chr01			4263
Chr01			4342
Chr01			4354
Chr01			4366
Chr01			4380
Chr01			4520
Chr01			4682
Chr01			4766
Chr01			4812
Chr01			4879
Chr01			4925
Chr01			4972
Chr01			4978
Chr01			5025
Chr01			5065
Chr01			5226
Chr01			5249
Chr01			5272
Chr01			5289
Chr01			5346
Chr01			5379
Chr01			5419
Chr01			5752
Chr01			5779
Chr01			5853
Chr01			5858
Chr01			5883
Chr01			5986
Chr01			6214
Chr01			6434
Chr01			6444
Chr01			6604
Chr01			6679
Chr01			6687
Chr01			6693
Chr01			6768
Chr01			6876
Chr01			6936
Chr01			7154
Chr01			7159
Chr01			7370
Chr01			7479
Chr01			7572
Chr01			7608
Chr01			7641
Chr01			7648
Chr01			7909
Chr01			7911
Chr01			8269
Chr01			8568
Chr01			8962
Chr01			9155
Chr01			9228
Chr01			9240
Chr01			9248
Chr01			9269
Chr01			9286
Chr01			9300
Chr01			9317
Chr01			9318
Chr01			9324
Chr01			9337
Chr01			9361
Chr01			9383
Chr01			9463
Chr01			9599
Chr01			9619
Chr01			9643
Chr01			9728
Chr01			9744
Chr01			10048
Chr01			10066
Chr01			10154
Chr01			10442
Chr01			10892
Chr01			11022
Chr01			11564
Chr01			12047
Chr01			12547
Chr01			13550
Chr01			13627
Chr01			14235
Chr01			14518
Chr01			14861
Chr01			14992
Chr01			15006
Chr01			15317
Chr01			15513
Chr01			15935
Chr01			16027
Chr01			16110
Chr01			16456
Chr01			16568
Chr01			17010
Chr01			17112
Chr01			17280
Chr01			17388
Chr01			17507
Chr01			17748
Chr01			17946
Chr01			18051
Chr01			18088
Chr01			18210
Chr01			18341
Chr01			18478
Chr01			18956
Chr01			19177
Chr01			19197
Chr01			19391
Chr01			19507
Chr01			19938
Chr01			20003
Chr01			20097
Chr01			20131
Chr01			20178
Chr01			20239
Chr01			20436
Chr01			20841
Chr01			21008
Chr01			21758
Chr01			21760
Chr01			21870
Chr01			22357
Chr01			23583
Chr01			23771
Chr01			24242
Chr01			24765
Chr01			25033
Chr01			25321
Chr01			25614
Chr01			26167
Chr01			26431
Chr01			27009
Chr01			27550
Chr01			27575
Chr01			28035
Chr01			28419
Chr01			28488
Chr01			29249
Chr01			30177
Chr01			31098
Chr01			31407
Chr01			33301
Chr01			36382
Chr01			38839
Chr01			40190
Chr01			40245
Chr01			41151
Chr01			42692
Chr01			43653
Chr01			47580
Chr01			49718
Chr01			54289
Chr01			67496
Chr01			70025
Chr01			74279
Chr01			77166
Chr01			96360
Chr01			101900
Chr01			106854
Chr01			114292
Chr01			114943
Chr01			128874
Chr01			129328
Chr01			138541
Chr01			153743
Chr01			157527
Chr01			173182
Chr01			173681
Chr01			190441
Chr01			190999
Chr01			224013
Chr01			285213
Chr01			319783
Chr01			371345
Chr01			374582
Chr01			376655
Chr01			857319
Chr01			870862
Chr01			1124563
Chr01			1424398
Chr01			1432316
Chr01			2592220
Chr01			2972181
Chr01			4564926
Chr01			6304376
Chr01			6724540
Chr01			7410241
Chr01			9106360
Chr01			9882618
Chr01			10487541
Chr01			11410250
Chr01			13550725
Chr01			14126452
Chr01			15184063
Chr01			18811776
Chr01			19054991
Chr01			19714435
Chr01			22218879
Chr01			23297489
Chr01			25984616
Chr01			26831413
Chr01			37744733
Chr01			40402817
Chr01			41196792
Chr01			46589954
Chr01			47525043
Chr01			49827924
Chr01			50783338
the total of Chr01 is 705


Chr02			17
Chr02			18
Chr02			19
Chr02			19
Chr02			19
Chr02			20
Chr02			22
Chr02			22
Chr02			24
Chr02			24
Chr02			24
Chr02			25
Chr02			26
Chr02			26
Chr02			26
Chr02			26
Chr02			27
Chr02			28
Chr02			28
Chr02			29
Chr02			30
Chr02			30
Chr02			30
Chr02			31
Chr02			31
Chr02			33
Chr02			33
Chr02			34
Chr02			34
Chr02			38
Chr02			38
Chr02			39
Chr02			39
Chr02			39
Chr02			40
Chr02			40
Chr02			40
Chr02			40
Chr02			40
Chr02			40
Chr02			40
Chr02			41
Chr02			41
Chr02			42
Chr02			42
Chr02			42
Chr02			43
Chr02			44
Chr02			44
Chr02			44
Chr02			46
Chr02			46
Chr02			47
Chr02			48
Chr02			49
Chr02			49
Chr02			49
Chr02			50
Chr02			50
Chr02			51
Chr02			51
Chr02			51
Chr02			52
Chr02			52
Chr02			53
Chr02			54
Chr02			55
Chr02			56
Chr02			57
Chr02			58
Chr02			58
Chr02			59
Chr02			60
Chr02			60
Chr02			61
Chr02			62
Chr02			62
Chr02			62
Chr02			64
Chr02			64
Chr02			65
Chr02			68
Chr02			69
Chr02			72
Chr02			72
Chr02			79
Chr02			80
Chr02			84
Chr02			84
Chr02			85
Chr02			88
Chr02			93
Chr02			96
Chr02			98
Chr02			100
Chr02			103
Chr02			107
Chr02			107
Chr02			124
Chr02			124
Chr02			127
Chr02			153
Chr02			156
Chr02			159
Chr02			160
Chr02			165
Chr02			170
Chr02			185
Chr02			191
Chr02			192
Chr02			194
Chr02			249
Chr02			273
Chr02			277
Chr02			293
Chr02			295
Chr02			304
Chr02			304
Chr02			308
Chr02			309
Chr02			316
Chr02			317
Chr02			319
Chr02			320
Chr02			321
Chr02			326
Chr02			327
Chr02			335
Chr02			338
Chr02			340
Chr02			342
Chr02			343
Chr02			344
Chr02			345
Chr02			348
Chr02			350
Chr02			350
Chr02			354
Chr02			355
Chr02			355
Chr02			357
Chr02			358
Chr02			359
Chr02			359
Chr02			359
Chr02			360
Chr02			363
Chr02			363
Chr02			366
Chr02			366
Chr02			368
Chr02			369
Chr02			369
Chr02			369
Chr02			371
Chr02			372
Chr02			372
Chr02			372
Chr02			373
Chr02			374
Chr02			375
Chr02			376
Chr02			377
Chr02			378
Chr02			379
Chr02			380
Chr02			381
Chr02			382
Chr02			382
Chr02			382
Chr02			382
Chr02			384
Chr02			384
Chr02			385
Chr02			389
Chr02			390
Chr02			392
Chr02			392
Chr02			395
Chr02			395
Chr02			398
Chr02			401
Chr02			408
Chr02			411
Chr02			413
Chr02			413
Chr02			416
Chr02			419
Chr02			429
Chr02			432
Chr02			445
Chr02			474
Chr02			478
Chr02			542
Chr02			550
Chr02			597
Chr02			625
Chr02			655
Chr02			661
Chr02			750
Chr02			771
Chr02			851
Chr02			863
Chr02			927
Chr02			949
Chr02			949
Chr02			961
Chr02			966
Chr02			967
Chr02			972
Chr02			1006
Chr02			1017
Chr02			1026
Chr02			1043
Chr02			1045
Chr02			1070
Chr02			1100
Chr02			1123
Chr02			1182
Chr02			1306
Chr02			1328
Chr02			1448
Chr02			1520
Chr02			1602
Chr02			1662
Chr02			1705
Chr02			1705
Chr02			1842
Chr02			1862
Chr02			1984
Chr02			2031
Chr02			2254
Chr02			2318
Chr02			2330
Chr02			2341
Chr02			2370
Chr02			2684
Chr02			2710
Chr02			3037
Chr02			3125
Chr02			3133
Chr02			3281
Chr02			3284
Chr02			3365
Chr02			3675
Chr02			3755
Chr02			3944
Chr02			3980
Chr02			4060
Chr02			4332
Chr02			4524
Chr02			4541
Chr02			4569
Chr02			4571
Chr02			4913
Chr02			5118
Chr02			5435
Chr02			5446
Chr02			5533
Chr02			5816
Chr02			6127
Chr02			6492
Chr02			6989
Chr02			7004
Chr02			7092
Chr02			7297
Chr02			7306
Chr02			7478
Chr02			8481
Chr02			9409
Chr02			9710
Chr02			9836
Chr02			10082
Chr02			12412
Chr02			13028
Chr02			13259
Chr02			13528
Chr02			15118
Chr02			15243
Chr02			16331
Chr02			16880
Chr02			16882
Chr02			17313
Chr02			20461
Chr02			23675
Chr02			25225
Chr02			29915
Chr02			30570
Chr02			30830
Chr02			37259
Chr02			48873
Chr02			57968
Chr02			63041
Chr02			64130
Chr02			77468
Chr02			88056
Chr02			107382
Chr02			108450
Chr02			120199
Chr02			120726
Chr02			126387
Chr02			146607
Chr02			211878
Chr02			1929406
Chr02			3342990
Chr02			3622473
Chr02			4008370
Chr02			6567877
Chr02			9608455
Chr02			10766711
Chr02			11302236
Chr02			16490921
Chr02			22926212
Chr02			27359594
Chr02			39040673
Chr02			45029296
the total of Chr02 is 316


Chr03			17
Chr03			18
Chr03			21
Chr03			22
Chr03			22
Chr03			22
Chr03			22
Chr03			22
Chr03			24
Chr03			24
Chr03			25
Chr03			25
Chr03			25
Chr03			26
Chr03			26
Chr03			27
Chr03			27
Chr03			27
Chr03			27
Chr03			27
Chr03			27
Chr03			28
Chr03			28
Chr03			28
Chr03			28
Chr03			29
Chr03			29
Chr03			29
Chr03			29
Chr03			29
Chr03			30
Chr03			30
Chr03			31
Chr03			31
Chr03			31
Chr03			32
Chr03			33
Chr03			33
Chr03			33
Chr03			33
Chr03			35
Chr03			35
Chr03			36
Chr03			37
Chr03			38
Chr03			38
Chr03			40
Chr03			40
Chr03			40
Chr03			40
Chr03			41
Chr03			42
Chr03			43
Chr03			43
Chr03			44
Chr03			44
Chr03			44
Chr03			45
Chr03			46
Chr03			46
Chr03			47
Chr03			49
Chr03			49
Chr03			49
Chr03			50
Chr03			51
Chr03			51
Chr03			51
Chr03			52
Chr03			54
Chr03			55
Chr03			56
Chr03			56
Chr03			57
Chr03			58
Chr03			58
Chr03			60
Chr03			64
Chr03			64
Chr03			65
Chr03			67
Chr03			67
Chr03			70
Chr03			70
Chr03			71
Chr03			74
Chr03			78
Chr03			80
Chr03			81
Chr03			82
Chr03			82
Chr03			99
Chr03			99
Chr03			100
Chr03			101
Chr03			106
Chr03			109
Chr03			113
Chr03			114
Chr03			117
Chr03			118
Chr03			126
Chr03			134
Chr03			136
Chr03			140
Chr03			142
Chr03			148
Chr03			157
Chr03			161
Chr03			167
Chr03			168
Chr03			179
Chr03			180
Chr03			181
Chr03			188
Chr03			195
Chr03			203
Chr03			203
Chr03			208
Chr03			222
Chr03			235
Chr03			242
Chr03			247
Chr03			259
Chr03			263
Chr03			299
Chr03			300
Chr03			303
Chr03			303
Chr03			309
Chr03			309
Chr03			309
Chr03			311
Chr03			312
Chr03			312
Chr03			315
Chr03			317
Chr03			322
Chr03			322
Chr03			323
Chr03			323
Chr03			327
Chr03			327
Chr03			330
Chr03			331
Chr03			337
Chr03			338
Chr03			339
Chr03			342
Chr03			344
Chr03			346
Chr03			346
Chr03			348
Chr03			350
Chr03			353
Chr03			353
Chr03			357
Chr03			358
Chr03			359
Chr03			363
Chr03			365
Chr03			367
Chr03			367
Chr03			368
Chr03			369
Chr03			370
Chr03			370
Chr03			371
Chr03			371
Chr03			373
Chr03			374
Chr03			374
Chr03			374
Chr03			376
Chr03			378
Chr03			379
Chr03			379
Chr03			379
Chr03			382
Chr03			385
Chr03			386
Chr03			387
Chr03			388
Chr03			388
Chr03			389
Chr03			390
Chr03			390
Chr03			391
Chr03			392
Chr03			392
Chr03			394
Chr03			396
Chr03			398
Chr03			398
Chr03			399
Chr03			405
Chr03			407
Chr03			409
Chr03			414
Chr03			417
Chr03			420
Chr03			451
Chr03			454
Chr03			457
Chr03			462
Chr03			469
Chr03			470
Chr03			479
Chr03			483
Chr03			492
Chr03			495
Chr03			544
Chr03			580
Chr03			601
Chr03			609
Chr03			613
Chr03			615
Chr03			628
Chr03			647
Chr03			653
Chr03			664
Chr03			667
Chr03			668
Chr03			675
Chr03			703
Chr03			764
Chr03			776
Chr03			806
Chr03			832
Chr03			847
Chr03			870
Chr03			881
Chr03			883
Chr03			935
Chr03			967
Chr03			1004
Chr03			1042
Chr03			1055
Chr03			1055
Chr03			1082
Chr03			1094
Chr03			1097
Chr03			1140
Chr03			1171
Chr03			1176
Chr03			1177
Chr03			1230
Chr03			1271
Chr03			1284
Chr03			1295
Chr03			1334
Chr03			1365
Chr03			1370
Chr03			1384
Chr03			1394
Chr03			1403
Chr03			1494
Chr03			1564
Chr03			1581
Chr03			1592
Chr03			1622
Chr03			1678
Chr03			1693
Chr03			1694
Chr03			1731
Chr03			1830
Chr03			1867
Chr03			1891
Chr03			1948
Chr03			1950
Chr03			1967
Chr03			1977
Chr03			2094
Chr03			2098
Chr03			2106
Chr03			2138
Chr03			2162
Chr03			2195
Chr03			2255
Chr03			2298
Chr03			2301
Chr03			2416
Chr03			2458
Chr03			2545
Chr03			2571
Chr03			2628
Chr03			2674
Chr03			2678
Chr03			2735
Chr03			2833
Chr03			2858
Chr03			2859
Chr03			3019
Chr03			3166
Chr03			3297
Chr03			3563
Chr03			3576
Chr03			3635
Chr03			3695
Chr03			3780
Chr03			3781
Chr03			3865
Chr03			4211
Chr03			4372
Chr03			4611
Chr03			4649
Chr03			4727
Chr03			4806
Chr03			4944
Chr03			5260
Chr03			5737
Chr03			5786
Chr03			5873
Chr03			5961
Chr03			5965
Chr03			6030
Chr03			6200
Chr03			6214
Chr03			6569
Chr03			6601
Chr03			6608
Chr03			6769
Chr03			6926
Chr03			7340
Chr03			7382
Chr03			7617
Chr03			7672
Chr03			7904
Chr03			7949
Chr03			8594
Chr03			8644
Chr03			9289
Chr03			9307
Chr03			9308
Chr03			9645
Chr03			9703
Chr03			9757
Chr03			10166
Chr03			10198
Chr03			10749
Chr03			11376
Chr03			11462
Chr03			11613
Chr03			11636
Chr03			11860
Chr03			12303
Chr03			12390
Chr03			12692
Chr03			13874
Chr03			14091
Chr03			14652
Chr03			14783
Chr03			15083
Chr03			15262
Chr03			15793
Chr03			16420
Chr03			17159
Chr03			17350
Chr03			17454
Chr03			17529
Chr03			17803
Chr03			18564
Chr03			18928
Chr03			19088
Chr03			19457
Chr03			19514
Chr03			20059
Chr03			20429
Chr03			20477
Chr03			21341
Chr03			21391
Chr03			22703
Chr03			22981
Chr03			23070
Chr03			24990
Chr03			25479
Chr03			25587
Chr03			31814
Chr03			32800
Chr03			33117
Chr03			33602
Chr03			34036
Chr03			39210
Chr03			40422
Chr03			42475
Chr03			42518
Chr03			42969
Chr03			49092
Chr03			50195
Chr03			51890
Chr03			52123
Chr03			61446
Chr03			71015
Chr03			87812
Chr03			120671
Chr03			132471
Chr03			152414
Chr03			193143
Chr03			207138
Chr03			232163
Chr03			288346
Chr03			380893
Chr03			396556
Chr03			459339
Chr03			489985
Chr03			758010
Chr03			824918
Chr03			826062
Chr03			1257328
Chr03			3219004
Chr03			3384214
Chr03			4046094
Chr03			5761536
Chr03			6708542
Chr03			6904541
Chr03			7411993
Chr03			9849356
Chr03			12354786
Chr03			13403348
Chr03			18885278
Chr03			32146850
Chr03			34187501
the total of Chr03 is 422


Chr04			17
Chr04			19
Chr04			19
Chr04			20
Chr04			20
Chr04			21
Chr04			21
Chr04			21
Chr04			21
Chr04			22
Chr04			22
Chr04			22
Chr04			22
Chr04			22
Chr04			23
Chr04			23
Chr04			24
Chr04			24
Chr04			24
Chr04			24
Chr04			25
Chr04			25
Chr04			27
Chr04			28
Chr04			28
Chr04			28
Chr04			30
Chr04			31
Chr04			31
Chr04			32
Chr04			32
Chr04			32
Chr04			33
Chr04			33
Chr04			34
Chr04			35
Chr04			36
Chr04			37
Chr04			37
Chr04			38
Chr04			40
Chr04			41
Chr04			43
Chr04			43
Chr04			44
Chr04			45
Chr04			47
Chr04			48
Chr04			48
Chr04			49
Chr04			49
Chr04			51
Chr04			51
Chr04			52
Chr04			53
Chr04			53
Chr04			59
Chr04			59
Chr04			61
Chr04			61
Chr04			62
Chr04			70
Chr04			71
Chr04			71
Chr04			81
Chr04			82
Chr04			84
Chr04			84
Chr04			85
Chr04			87
Chr04			89
Chr04			101
Chr04			106
Chr04			112
Chr04			115
Chr04			137
Chr04			150
Chr04			151
Chr04			153
Chr04			158
Chr04			158
Chr04			165
Chr04			189
Chr04			190
Chr04			194
Chr04			228
Chr04			276
Chr04			288
Chr04			302
Chr04			304
Chr04			304
Chr04			308
Chr04			310
Chr04			313
Chr04			316
Chr04			317
Chr04			318
Chr04			318
Chr04			319
Chr04			323
Chr04			325
Chr04			328
Chr04			331
Chr04			334
Chr04			337
Chr04			341
Chr04			348
Chr04			348
Chr04			349
Chr04			351
Chr04			351
Chr04			353
Chr04			355
Chr04			356
Chr04			356
Chr04			357
Chr04			357
Chr04			358
Chr04			359
Chr04			360
Chr04			360
Chr04			360
Chr04			361
Chr04			361
Chr04			361
Chr04			362
Chr04			364
Chr04			365
Chr04			367
Chr04			369
Chr04			370
Chr04			371
Chr04			371
Chr04			371
Chr04			372
Chr04			373
Chr04			375
Chr04			376
Chr04			376
Chr04			376
Chr04			378
Chr04			378
Chr04			378
Chr04			379
Chr04			380
Chr04			380
Chr04			380
Chr04			381
Chr04			382
Chr04			382
Chr04			383
Chr04			384
Chr04			385
Chr04			387
Chr04			388
Chr04			390
Chr04			391
Chr04			391
Chr04			393
Chr04			394
Chr04			395
Chr04			396
Chr04			399
Chr04			400
Chr04			401
Chr04			401
Chr04			406
Chr04			407
Chr04			407
Chr04			407
Chr04			407
Chr04			411
Chr04			411
Chr04			412
Chr04			414
Chr04			416
Chr04			421
Chr04			423
Chr04			423
Chr04			423
Chr04			424
Chr04			425
Chr04			451
Chr04			458
Chr04			470
Chr04			496
Chr04			504
Chr04			508
Chr04			512
Chr04			515
Chr04			518
Chr04			538
Chr04			555
Chr04			590
Chr04			604
Chr04			694
Chr04			763
Chr04			854
Chr04			877
Chr04			902
Chr04			941
Chr04			952
Chr04			976
Chr04			988
Chr04			1002
Chr04			1015
Chr04			1022
Chr04			1090
Chr04			1097
Chr04			1142
Chr04			1154
Chr04			1189
Chr04			1418
Chr04			1435
Chr04			1519
Chr04			1682
Chr04			1849
Chr04			2070
Chr04			2077
Chr04			2121
Chr04			2122
Chr04			2265
Chr04			2266
Chr04			2282
Chr04			2453
Chr04			2557
Chr04			2589
Chr04			2624
Chr04			2629
Chr04			2660
Chr04			2664
Chr04			2860
Chr04			3022
Chr04			3050
Chr04			3292
Chr04			3661
Chr04			3827
Chr04			3840
Chr04			4397
Chr04			4512
Chr04			4710
Chr04			4903
Chr04			4955
Chr04			5120
Chr04			5194
Chr04			5396
Chr04			5556
Chr04			5629
Chr04			5962
Chr04			6000
Chr04			6341
Chr04			6419
Chr04			6594
Chr04			7630
Chr04			7685
Chr04			8321
Chr04			8518
Chr04			8944
Chr04			9325
Chr04			9608
Chr04			9747
Chr04			9851
Chr04			9996
Chr04			10842
Chr04			11609
Chr04			13279
Chr04			13902
Chr04			15579
Chr04			15917
Chr04			16307
Chr04			17298
Chr04			17656
Chr04			18880
Chr04			19530
Chr04			20026
Chr04			20401
Chr04			20418
Chr04			21928
Chr04			22712
Chr04			23370
Chr04			25007
Chr04			25730
Chr04			27425
Chr04			28169
Chr04			28811
Chr04			31523
Chr04			40188
Chr04			41793
Chr04			70080
Chr04			77581
Chr04			89170
Chr04			92599
Chr04			129114
Chr04			150937
Chr04			156308
Chr04			341500
Chr04			395691
Chr04			439803
Chr04			2256429
Chr04			4730582
Chr04			6499136
Chr04			6611071
Chr04			6765860
Chr04			7359083
Chr04			7898682
Chr04			9146996
Chr04			10915843
Chr04			12751413
Chr04			16224701
Chr04			16756628
Chr04			24268016
Chr04			30327446
Chr04			48350624
the total of Chr04 is 313


Chr05			21
Chr05			21
Chr05			24
Chr05			24
Chr05			24
Chr05			26
Chr05			26
Chr05			27
Chr05			27
Chr05			28
Chr05			29
Chr05			29
Chr05			32
Chr05			32
Chr05			35
Chr05			35
Chr05			35
Chr05			35
Chr05			35
Chr05			37
Chr05			37
Chr05			37
Chr05			39
Chr05			40
Chr05			42
Chr05			42
Chr05			42
Chr05			46
Chr05			47
Chr05			48
Chr05			48
Chr05			49
Chr05			51
Chr05			57
Chr05			58
Chr05			59
Chr05			61
Chr05			61
Chr05			63
Chr05			64
Chr05			68
Chr05			69
Chr05			81
Chr05			89
Chr05			93
Chr05			94
Chr05			105
Chr05			120
Chr05			121
Chr05			148
Chr05			164
Chr05			184
Chr05			190
Chr05			209
Chr05			233
Chr05			236
Chr05			254
Chr05			301
Chr05			305
Chr05			307
Chr05			309
Chr05			309
Chr05			310
Chr05			310
Chr05			311
Chr05			312
Chr05			313
Chr05			314
Chr05			314
Chr05			314
Chr05			316
Chr05			317
Chr05			319
Chr05			323
Chr05			324
Chr05			324
Chr05			325
Chr05			326
Chr05			326
Chr05			328
Chr05			332
Chr05			335
Chr05			337
Chr05			340
Chr05			341
Chr05			342
Chr05			345
Chr05			346
Chr05			346
Chr05			346
Chr05			349
Chr05			350
Chr05			352
Chr05			352
Chr05			353
Chr05			354
Chr05			354
Chr05			354
Chr05			355
Chr05			355
Chr05			356
Chr05			356
Chr05			357
Chr05			358
Chr05			358
Chr05			359
Chr05			361
Chr05			363
Chr05			363
Chr05			363
Chr05			364
Chr05			364
Chr05			364
Chr05			364
Chr05			366
Chr05			367
Chr05			367
Chr05			368
Chr05			370
Chr05			370
Chr05			371
