Chr     Start       End    Length
Chr05  16312512  21724801   5412289
Chr05  16351723  16659894    308171
Chr05  16358625  21721022   5362397
Chr05  17654508  21043464   3388956
Chr05  18791666  20100027   1308361
Chr05  19079455  24450999   5371544
Chr05  19079559  24451107   5371548
Chr05  20142746  29477073   9334327
Chr05  20849541  29663761   8814220
Chr05  20888810  20891124      2314
Chr05  20888845  20891127      2282
Chr05  21720622  21847367    126745
Chr05  21724671  21844697    120026
Chr05  21732836  21755031     22195
Chr05  21733092  21756146     23054
Chr05  21733207  21755803     22596
Chr05  21733857  21755436     21579
Chr05  21734243  21755051     20808
Chr05  21734822  21755287     20465
Chr05  21734952  21755241     20289
Chr05  21739293  21764030     24737
Chr05  21740170  21760946     20776
Chr05  21747645  21760756     13111
Chr05  24322119  27949970   3627851
Chr05  28408465  29533313   1124848
Chr05  29019270  29030031     10761
Chr05  29582209  29583057       848
Chr05  33069459  33069669       210
Chr05  34061340  36879915   2818575
Chr05  36200077  36226767     26690
Chr05  39126565  39127493       928
Chr06   1427767   1437188      9421
Chr06   2807375   2807604       229
Chr06   4501082  39165736  34664654
Chr06   6592230  31520944  24928714
Chr06   8310249   8315359      5110
Chr06   9302366  43320615  34018249
Chr06  10014152  37361138  27346986
Chr06  11353873  16627464   5273591
Chr06  11544009  44224997  32680988
Chr06  11681878  19200015   7518137
Chr06  13184626  42062919  28878293
Chr06  14929949  16603404   1673455
Chr06  15453968  19729689   4275721
Chr06  16932341  16932550       209
Chr06  17606773  18396984    790211
Chr06  17645653  20154232   2508579
Chr06  17955632  48288967  30333335
Chr06  18626529  18628193      1664
Chr06  19555548  26278921   6723373
Chr06  20224416  26578372   6353956
Chr06  21366095  21738311    372216
Chr06  23309274  47118195  23808921
Chr06  23309334  47118511  23809177
Chr06  24828149  25757307    929158
Chr06  25128706  25791103    662397
Chr06  25851153  25920030     68877
Chr06  26395815  26415264     19449
Chr06  26804942  36811081  10006139
Chr06  27360428  29735382   2374954
Chr06  27738233  30234723   2496490
Chr06  28259006  28259218       212
Chr06  28542180  28564208     22028
Chr06  29863825  29864019       194
Chr06  30595988  30599574      3586
Chr06  30596112  30599490      3378
Chr06  30898245  33327918   2429673
Chr06  32910119  42785118   9874999
Chr06  33193567  41812015   8618448
Chr06  33291687  38007877   4716190
Chr06  33689552  34271548    581996
Chr06  34009730  37210404   3200674
Chr06  37476854  37613047    136193
Chr06  37537913  40732847   3194934
Chr06  39116877  43387755   4270878
Chr06  40629191  45261453   4632262
Chr06  41043257  41043428       171
Chr06  42951380  42951489       109
Chr06  43306909  47529125   4222216
Chr06  45088823  45731416    642593
Chr06  45808751  45809154       403
Chr06  46409344  46435382     26038
Chr06  47118339  47118492       153
Chr06  48670759  48740518     69759
Chr07     96868     97041       173
Chr07   1531379   1531889       510
Chr07   2167744  13733650  11565906
Chr07   3076215  25068024  21991809
Chr07   4933273  21761201  16827928
Chr07   5007319  41040004  36032685
Chr07   5561818   5834105    272287
Chr07   5563894   5832263    268369
Chr07   5564585   5831599    267014
Chr07   5571331   5866892    295561
Chr07   5575057   5820298    245241
Chr07   5600823   5894794    293971
Chr07   5600932   5825388    224456
Chr07   5602472   5824199    221727
Chr07   5602500   5893328    290828
Chr07   5704200   5820170    115970
Chr07   5704273   5889835    185562
Chr07   5718838   5894814    175976
Chr07   5719200   5868603    149403
Chr07   5719303   5868478    149175
Chr07   5719541   5825218    105677
Chr07   5725627   5888831    163204
Chr07   5967491   5968933      1442
Chr07   6049756  44323895  38274139
Chr07   7204797  30034070  22829273
Chr07   8906351  15665324   6758973
Chr07  10678215  13573346   2895131
Chr07  10763437  13758497   2995060
Chr07  13341223  13341399       176
Chr07  15437096  35472744  20035648
Chr07  20593369  31219625  10626256
Chr07  20747546  22542272   1794726
Chr07  20747551  22545297   1797746
Chr07  21995489  31213686   9218197
Chr07  22271360  24685018   2413658
Chr07  22282528  24690985   2408457
Chr07  22545370  22760062    214692
Chr07  23014372  25341378   2327006
Chr07  23165537  23246256     80719
Chr07  23168367  26109922   2941555
Chr07  23438354  28629666   5191312
Chr07  23523445  23598043     74598
Chr07  24619191  24621132      1941
Chr07  24619536  24621841      2305
Chr07  25804077  27329859   1525782
Chr07  25834987  27672101   1837114
Chr07  26532345  32754841   6222496
Chr07  26646230  30163514   3517284
Chr07  26692759  27582100    889341
Chr07  27808917  28169377    360460
Chr07  28457056  31827694   3370638
Chr07  33213473  42756903   9543430
Chr07  35472129  43914279   8442150
Chr08   1163911  23444344  22280433
Chr08   2050404  45393911  43343507
Chr08   4132348  21191670  17059322
Chr08   5535180   6835301   1300121
Chr08   6116328   6116598       270
Chr08   6309644  15321969   9012325
Chr08   8115139  19577663  11462524
Chr08  11108672  13365855   2257183
Chr08  11108821  13364912   2256091
Chr08  12253600  12254567       967
Chr08  12441300  14685952   2244652
Chr08  12749239  13328986    579747
Chr08  13198855  13199018       163
Chr08  13500148  18716199   5216051
Chr08  14244246  20617281   6373035
Chr08  16185310  36301327  20116017
Chr08  16453553  37362558  20909005
Chr08  18594547  39728712  21134165
Chr08  19402406  25290557   5888151
Chr08  19945239  47500592  27555353
Chr08  23524446  46524354  22999908
Chr08  24970956  28731678   3760722
Chr08  25775814  37600020  11824206
Chr08  27139622  41249562  14109940
Chr08  29383999  29449404     65405
Chr08  31064906  31095791     30885
Chr08  31663213  31663705       492
Chr08  31663390  31663539       149
Chr08  32400382  32400675       293
Chr08  38324575  38324722       147
Chr08  39310655  40577951   1267296
Chr08  41903713  41903844       131
Chr08  47421505  47421667       162
Chr09   1137471  41260067  40122596
Chr09   1203496  20485159  19281663
Chr09   1700206   1707991      7785
Chr09   2169352  48058999  45889647
Chr09   2240778   2241092       314
Chr09   2244625   2244772       147
Chr09   3732208  33304382  29572174
Chr09   5290080   5290246       166
Chr09   5290319  40342767  35052448
Chr09   5290371   5290499       128
Chr09   5290377  35889319  30598942
Chr09   6941430  14981495   8040065
Chr09   8347335  24283247  15935912
Chr09   8409415  47558926  39149511
Chr09   9354568  15449957   6095389
Chr09  10344382  49673000  39328618
Chr09  13565486  24654401  11088915
Chr09  13669215  15323182   1653967
Chr09  14723547  19944296   5220749
Chr09  16609004  46854675  30245671
Chr09  17646263  31609961  13963698
Chr09  21172222  21177510      5288
Chr09  22604779  26040788   3436009
Chr09  22711692  25658354   2946662
Chr09  23444955  24367094    922139
Chr09  25658360  25875157    216797
Chr09  26568066  47114222  20546156
Chr09  28445295  33828725   5383430
Chr09  28953180  42909203  13956023
Chr09  29608234  29618820     10586
Chr09  29976420  29980744      4324
Chr09  33307213  38824591   5517378
Chr09  33307661  38824235   5516574
Chr09  34689878  43604571   8914693
Chr09  38824279  38824398       119
Chr09  38824460  38824610       150
Chr09  39951289  40321919    370630
Chr09  41692283  45328012   3635729
Chr09  47221133  48670734   1449601
Chr10    269632  30866985  30597353
Chr10   3688589  34272397  30583808
Chr10   3817772  13413430   9595658
Chr10   3817800  13410971   9593171
Chr10   3818834  13410888   9592054
Chr10   3818884  13413315   9594431
Chr10   5541020  48351942  42810922
Chr10   5664296   5707807     43511
Chr10   6272958   9800778   3527820
Chr10   6306821   7385907   1079086
Chr10   6784434  23445373  16660939
Chr10   6878088   9389624   2511536
Chr10   8303183  28020599  19717416
Chr10  10309742  23563638  13253896
Chr10  10634984  13669217   3034233
Chr10  10804609  28368998  17564389
Chr10  10989736  15473233   4483497
Chr10  11550944  20978553   9427609
Chr10  11595582  11597450      1868
Chr10  11983963  11984082       119
Chr10  13421980  33338859  19916879
Chr10  13832081  18930697   5098616
Chr10  14174848  29406772  15231924
Chr10  14218436  14305422     86986
Chr10  14420909  18684432   4263523
Chr10  14542644  33137278  18594634
Chr10  14542822  34560273  20017451
Chr10  14724020  18643902   3919882
Chr10  14731200  18636765   3905565
Chr10  15060684  46191259  31130575
Chr10  16151267  33137442  16986175
Chr10  17057486  19009111   1951625
Chr10  17272759  29315793  12043034
Chr10  17333327  22407516   5074189
Chr10  18029400  50724931  32695531
Chr10  20661078  20661432       354
Chr10  22739621  28446741   5707120
Chr10  25449915  34295253   8845338
Chr10  26269577  33244675   6975098
Chr10  28418595  45933698  17515103
Chr10  30848366  38731663   7883297
Chr10  34522723  34526156      3433
Chr10  34525518  34525702       184
Chr10  34748974  34749140       166
Chr10  38325004  39823466   1498462
Chr10  39212024  50558873  11346849
Chr10  40345846  40346351       505
Chr10  41450359  41450501       142
Chr10  42341270  42351494     10224
Chr10  47549594  51150471   3600877
Chr10  48082048  48104796     22748
Chr11    369983    963957    593974
Chr11    391077  15363128  14972051
Chr11    963956   6090729   5126773
Chr11    963961  25378015  24414054
Chr11   1722498  28944351  27221853
Chr11   1816598  20078115  18261517
Chr11   3778644   3778767       123
Chr11   3952631   3952739       108
Chr11   4078020  33358255  29280235
Chr11   4800872  30552677  25751805
Chr11   8753831   8753958       127
Chr11   8839940  10972003   2132063
Chr11   8840059  10972066   2132007
Chr11   9916460   9916720       260
Chr11  11086709  11087773      1064
Chr11  11113690  12447696   1334006
Chr11  13185798  13574050    388252
Chr11  15042489  17092081   2049592
Chr11  15230789  15889159    658370
Chr11  16168374  16209053     40679
Chr11  16168387  16209056     40669
Chr11  16193619  33222308  17028689
Chr11  17043581  17643913    600332
Chr11  17781494  20178688   2397194
Chr11  18019332  18723103    703771
Chr11  18022117  18720314    698197
Chr11  18288685  18502436    213751
Chr11  18289103  18502280    213177
Chr11  18583168  33036041  14452873
Chr11  23314610  23319113      4503
Chr11  23837376  27184011   3346635
Chr11  26923861  28015540   1091679
Chr11  32552623  32561688      9065
Chr11  33087138  33089714      2576
Chr12   1326694   1327563       869
Chr12   2454122  11373249   8919127
Chr12   2566710  37050364  34483654
Chr12   3048017   3050124      2107
Chr12   3048074   3050171      2097
Chr12   4254574  24273250  20018676
Chr12   4303881   9169959   4866078
Chr12   5275256   5276825      1569
Chr12   5447183  22445236  16998053
Chr12   5627760  15945334  10317574
Chr12   7037593  21353631  14316038
Chr12   8494106  37442642  28948536
Chr12   9142720  20915095  11772375
Chr12   9824398   9825221       823
Chr12  11386533  32766880  21380347
Chr12  11494783  28796343  17301560
Chr12  11718866  11729709     10843
Chr12  12627945  18167737   5539792
Chr12  13595126  29096585  15501459
Chr12  14726889  14848005    121116
Chr12  14975740  14978533      2793
Chr12  17509140  28504412  10995272
Chr12  20294470  26588772   6294302
Chr12  22455560  22560346    104786
Chr12  23079204  23079471       267
Chr12  23388758  23388863       105
Chr12  24275194  33276028   9000834
Chr12  24275227  33275933   9000706
Chr12  24345820  36831073  12485253
Chr12  24535474  28784381   4248907
Chr12  25648511  38792206  13143695
Chr12  35480295  39184877   3704582
Chr12  35926514  35935075      8561
Chr12  37956883  37957122       239
Chr12  39184623  39192037      7414
Chr12  39184760  39193564      8804
Chr12  39184832  39184974       142
Chr12  39185240  39189278      4038
Chr12  39185483  39185698       215
Chr12  39186798  39187034       236
Chr12  39190554  39192490      1936
Chr12  39191887  39192022       135
Chr12  39191896  39192162       266
Chr12  39192551  39192680       129
Chr13     60965   1790158   1729193
Chr13    797217    834436     37219
Chr13    965048   2849876   1884828
Chr13   1154189  26185489  25031300
Chr13   1524351   1698297    173946
Chr13   4432509   6445664   2013155
Chr13   4899930   9201932   4302002
Chr13   4968740  12638651   7669911
Chr13   4971594  12638555   7666961
Chr13   5248090   5248299       209
Chr13   5510470  33191681  27681211
Chr13   7151856   9069476   1917620
Chr13   7358273  11593301   4235028
Chr13   7358337  16859279   9500942
Chr13   7358392  24997040  17638648
Chr13   7358878  44441666  37082788
Chr13   7848310  38997675  31149365
Chr13   8122439  17864590   9742151
Chr13   8373819   9438876   1065057
Chr13   8437266  32552391  24115125
Chr13   8610565  36546080  27935515
Chr13   8924388   9350806    426418
Chr13  11009331  29466807  18457476
Chr13  11685564  14490055   2804491
Chr13  15723631  30966835  15243204
Chr13  15828770  45761204  29932434
Chr13  16456420  23458579   7002159
Chr13  16734661  16734887       226
Chr13  16858766  16858915       149
Chr13  16858896  16859007       111
Chr13  17134851  19331576   2196725
Chr13  17156770  17156905       135
Chr13  18929293  19683291    753998
Chr13  19689665  38762852  19073187
Chr13  20280702  32987191  12706489
Chr13  21388966  33866608  12477642
Chr13  22747485  34238876  11491391
Chr13  22747879  22748038       159
Chr13  24376873  42574701  18197828
Chr13  24996434  24996728       294
Chr13  27011410  28182705   1171295
Chr13  27063802  34238881   7175079
Chr13  29439065  44926693  15487628
Chr13  29862455  30174986    312531
Chr13  29862702  30207431    344729
Chr13  30343405  30420345     76940
Chr13  30391409  30663782    272373
Chr13  30663689  30917936    254247
Chr13  31053292  31120840     67548
Chr13  31053483  31120657     67174
Chr13  33716701  33740528     23827
Chr13  37025216  43483983   6458767
Chr14    888467   1001831    113364
Chr14   3168474   3356759    188285
Chr14   3192138   3357534    165396
Chr14   3192219   3357123    164904
Chr14   3297230   3367519     70289
Chr14   4289204   6896801   2607597
Chr14   6333518   6399478     65960
Chr14   9422667  14412711   4990044
Chr14   9751004  38789739  29038735
Chr14  10377261  40196066  29818805
Chr14  10477939  17338340   6860401
Chr14  10599546  34619747  24020201
Chr14  10997698  21216046  10218348
Chr14  11684066  16009089   4325023
Chr14  11684104  16009194   4325090
Chr14  13015728  27432805  14417077
Chr14  13015892  27432683  14416791
Chr14  13444766  28096152  14651386
Chr14  14855628  29929261  15073633
Chr14  16009095  39235434  23226339
Chr14  16082048  16330442    248394
Chr14  16177457  34174959  17997502
Chr14  16604998  24857970   8252972
Chr14  16778384  48267300  31488916
Chr14  17729046  29842270  12113224
Chr14  18071018  18765380    694362
Chr14  19770510  38396738  18626228
Chr14  20131867  43698953  23567086
Chr14  22471306  31280506   8809200
Chr14  26515893  30601271   4085378
Chr14  28103175  40497584  12394409
Chr14  28103278  40497349  12394071
Chr14  28354088  38524632  10170544
Chr14  28998157  28998395       238
Chr14  29662099  29662321       222
Chr14  29941914  35532895   5590981
Chr14  29942321  35532888   5590567
Chr14  29946650  35532883   5586233
Chr14  29959699  35532870   5573171
Chr14  29995196  35532881   5537685
Chr14  29996363  35532781   5536418
Chr14  29996471  35532878   5536407
Chr14  29998552  35532898   5534346
Chr14  30144512  38697520   8553008
Chr14  30144540  38697418   8552878
Chr14  31640410  31640622       212
Chr14  32056775  37473356   5416581
Chr14  32058632  37460636   5402004
Chr14  35033100  35033293       193
Chr14  37240964  45928622   8687658
Chr14  38679262  39217343    538081
Chr14  42181136  43262974   1081838
Chr14  44981962  44982233       271
Chr14  45470794  45470892        98
Chr14  46955379  47047027     91648
Chr14  46995407  47047252     51845
Chr14  47013883  47050235     36352
Chr14  47016991  47047590     30599
Chr14  47017662  47046646     28984
Chr14  47048753  47196824    148071
Chr14  48944628  48993673     49045
Chr15    311954  20448507  20136553
Chr15    919277  15697829  14778552
Chr15   1768333   2175613    407280
Chr15   3052644  39904855  36852211
Chr15   3058317  26183650  23125333
Chr15   4760852   4761050       198
Chr15   6362437  45815050  39452613
Chr15   6517097  39468693  32951596
Chr15   7049710  44967317  37917607
Chr15   7252473  10107527   2855054
Chr15   7586338  24515296  16928958
Chr15   8462974  47405548  38942574
Chr15   9411279   9442813     31534
Chr15  13595451  23317704   9722253
Chr15  13595531  23297145   9701614
Chr15  13843727  13843990       263
Chr15  19390334  19390544       210
Chr15  19591696  19591808       112
Chr15  19595040  19595163       123
Chr15  21411007  21415972      4965
Chr15  21454746  45113837  23659091
Chr15  21462486  29810358   8347872
Chr15  22948456  22958809     10353
Chr15  23765382  23766853      1471
Chr15  23819336  23829776     10440
Chr15  23844223  30839269   6995046
Chr15  24329521  38352907  14023386
Chr15  24389419  35096146  10706727
Chr15  24464499  29668114   5203615
Chr15  24914235  46765911  21851676
Chr15  24962103  35490521  10528418
Chr15  24963126  28798281   3835155
Chr15  25275713  31122085   5846372
Chr15  26096431  38117770  12021339
Chr15  26135609  26313350    177741
Chr15  26145482  28750777   2605295
Chr15  26747659  37223997  10476338
Chr15  27954084  32462989   4508905
Chr15  28098428  42785516  14687088
Chr15  28133472  28851025    717553
Chr15  28285296  28850818    565522
Chr15  28329548  35490495   7160947
Chr15  28330129  28850712    520583
Chr15  28703201  37656784   8953583
Chr15  28703318  37656491   8953173
Chr15  28850786  42535413  13684627
Chr15  28850959  42533442  13682483
Chr15  29230463  36797571   7567108
Chr15  29243010  36797453   7554443
Chr15  29297141  36952671   7655530
Chr15  29297253  36952534   7655281
Chr15  30013579  30406095    392516
Chr15  30171717  30893501    721784
Chr15  30390743  37124346   6733603
Chr15  31097708  37269019   6171311
Chr15  31397919  48052111  16654192
Chr15  31402435  32087082    684647
Chr15  31613880  33856485   2242605
Chr15  31769953  35100813   3330860
Chr15  32587745  42352348   9764603
Chr15  38095001  38496921    401920
Chr15  38095096  38487276    392180
Chr15  38184484  38214950     30466
Chr15  38842772  39177659    334887
Chr15  38857835  39171662    313827
Chr15  38896907  39074876    177969
Chr15  38946600  39009594     62994
Chr15  38954508  39009028     54520
Chr15  38961618  39021958     60340
Chr15  38967628  39009024     41396
Chr15  38971112  39009063     37951
Chr15  38975917  39009023     33106
Chr15  39011208  39076399     65191
Chr15  39011329  39076512     65183
Chr15  39113311  39242073    128762
Chr15  39113507  39242750    129243
Chr15  39128309  39243305    114996
Chr15  39128315  39241709    113394
Chr15  39128320  39242590    114270
Chr15  39128441  39242990    114549
Chr15  39128485  39242119    113634
Chr15  39129836  39243136    113300
Chr15  39135810  39366738    230928
Chr15  39145761  39335803    190042
Chr15  39157013  39373149    216136
Chr15  39161256  39335929    174673
Chr15  39161849  39335930    174081
Chr15  39164491  39374926    210435
Chr15  39166649  39365618    198969
Chr15  39166761  39335932    169171
Chr15  39169505  39334889    165384
Chr15  39171525  39331482    159957
Chr15  39172761  39335117    162356
Chr15  39172921  39332369    159448
Chr15  39177670  39332373    154703
Chr15  39640320  47406614   7766294
Chr15  43211870  43866571    654701
Chr15  43287323  43800388    513065
Chr15  43288870  43798761    509891
Chr15  43289520  43865244    575724
Chr15  43380206  43866708    486502
Chr15  43380711  43746121    365410
Chr15  43541318  43830846    289528
Chr15  45103850  45587549    483699
Chr15  45103970  45587520    483550
Chr15  45159141  45587548    428407
Chr15  46658287  46658912       625
Chr15  46658562  46658791       229
Chr15  46765464  46765625       161
Chr15  46886321  47246014    359693
Chr15  47403234  51733304   4330070
Chr15  47583654  47619205     35551
Chr16   1304641   1367690     63049
Chr16   1502658  26911311  25408653
Chr16   3733002  22600971  18867969
Chr16   3930283  33502963  29572680
Chr16   6446498   6446647       149
Chr16   6447239   6447461       222
Chr16  10965446  24580574  13615128
Chr16  11430264  12337501    907237
Chr16  12484633  13259750    775117
Chr16  12484747  13259653    774906
Chr16  12535103  12536509      1406
Chr16  12560299  12779230    218931
