CHR	start     	end       	length    
Chr01	13704624  	15136940  	1432316   
Chr01	13708394  	15132792  	1424398   
Chr01	13712888  	13713251  	363       
Chr01	13714292  	13716854  	2562      
Chr01	13753511  	13753537  	26        
Chr01	13762196  	21172437  	7410241   
Chr01	13809493  	13809607  	114       
Chr01	13811223  	13814238  	3015      
Chr01	13816685  	13817091  	406       
Chr01	13824534  	13824592  	58        
Chr01	13842807  	13842992  	185       
Chr01	13867232  	13868306  	1074      
Chr01	13922818  	13956119  	33301     
Chr01	13922921  	13929365  	6444      
Chr01	13923347  	13933395  	10048     
Chr01	13923411  	13929397  	5986      
Chr01	13925738  	13928239  	2501      
Chr01	13927123  	13927504  	381       
Chr01	13927633  	13954064  	26431     
Chr01	13927638  	13955673  	28035     
Chr01	13927776  	13940323  	12547     
Chr01	13927836  	36146715  	22218879  
Chr01	13928317  	13930163  	1846      
Chr01	13928321  	13959419  	31098     
Chr01	13928697  	13928857  	160       
Chr01	13928852  	13928883  	31        
Chr01	13928991  	13965373  	36382     
Chr01	13930468  	13958043  	27575     
Chr01	13933310  	13958075  	24765     
Chr01	13933300  	13935399  	2099      
Chr01	13933472  	13933875  	403       
Chr01	13935383  	13960416  	25033     
Chr01	13935523  	13940289  	4766      
Chr01	13935685  	13958042  	22357     
Chr01	13935725  	13939293  	3568      
Chr01	13939178  	13939600  	422       
Chr01	13939780  	13940091  	311       
Chr01	13940184  	13965798  	25614     
Chr01	13940197  	13966364  	26167     
Chr01	13940441  	13955302  	14861     
Chr01	13940584  	13967593  	27009     
Chr01	13940650  	13965971  	25321     
Chr01	13940684  	13958072  	17388     
Chr01	13949042  	13949385  	343       
Chr01	13953169  	13953513  	344       
Chr01	13954201  	13954602  	401       
Chr01	13956259  	13956642  	383       
Chr01	13957692  	13958065  	373       
Chr01	13958429  	13958836  	407       
Chr01	13960269  	13963068  	2799      
Chr01	13960555  	13965804  	5249      
Chr01	13961219  	13961611  	392       
Chr01	13961723  	13962056  	333       
Chr01	13963010  	13963045  	35        
Chr01	13963162  	13965802  	2640      
Chr01	13965508  	13969213  	3705      
Chr01	13965932  	13967559  	1627      
Chr01	14062276  	14062686  	410       
Chr01	14196183  	14196298  	115       
Chr01	14220796  	14220825  	29        
Chr01	14223719  	55420511  	41196792  
Chr01	14319207  	14320176  	969       
Chr01	14367112  	14367480  	368       
Chr01	14379009  	14381320  	2311      
Chr01	14383113  	14390761  	7648      
Chr01	14384556  	14387947  	3391      
Chr01	14385340  	14388114  	2774      
Chr01	14386568  	14386593  	25        
Chr01	14400717  	14400816  	99        
Chr01	14419674  	14420038  	364       
Chr01	14430312  	14446768  	16456     
Chr01	14439812  	14440165  	353       
Chr01	14458577  	14458631  	54        
Chr01	14483457  	14484550  	1093      
Chr01	14581893  	14597210  	15317     
Chr01	14643498  	14643797  	299       
Chr01	14674901  	14674921  	20        
Chr01	14709465  	14709717  	252       
Chr01	14784789  	14784814  	25        
Chr01	14786125  	14788458  	2333      
Chr01	14786729  	14786754  	25        
Chr01	14786745  	14791087  	4342      
Chr01	14786932  	14788016  	1084      
Chr01	14787140  	14789318  	2178      
Chr01	14787364  	14792046  	4682      
Chr01	14787854  	14788160  	306       
Chr01	14788146  	14796055  	7909      
Chr01	14788183  	14791745  	3562      
Chr01	14788164  	14790146  	1982      
Chr01	14788437  	14791065  	2628      
Chr01	14789029  	14789798  	769       
Chr01	14790218  	14791769  	1551      
Chr01	14790320  	14791039  	719       
Chr01	14792297  	14792700  	403       
Chr01	14809194  	14809257  	63        
Chr01	14836872  	14840140  	3268      
Chr01	14839102  	14841249  	2147      
Chr01	14839712  	14840826  	1114      
Chr01	14843406  	14843761  	355       
Chr01	14843949  	14845044  	1095      
Chr01	14844199  	14845558  	1359      
Chr01	14845013  	14845555  	542       
Chr01	14846387  	14846445  	58        
Chr01	14863028  	14866567  	3539      
Chr01	14875119  	14876386  	1267      
Chr01	14888439  	14888509  	70        
Chr01	14927263  	14928408  	1145      
Chr01	14931452  	14932315  	863       
Chr01	14936091  	14938717  	2626      
Chr01	14937093  	14939404  	2311      
Chr01	14937635  	14938139  	504       
Chr01	14938227  	14942490  	4263      
Chr01	14938996  	14939372  	376       
Chr01	14939385  	14942437  	3052      
Chr01	14952105  	14995758  	43653     
Chr01	14952217  	14952597  	380       
Chr01	14952460  	14952860  	400       
Chr01	14989572  	14989935  	363       
Chr01	14989784  	14996938  	7154      
Chr01	14991084  	14996937  	5853      
Chr01	14996527  	14996925  	398       
Chr01	15114731  	15115077  	346       
Chr01	15115337  	15115524  	187       
Chr01	15115388  	15137148  	21760     
Chr01	15186780  	15186808  	28        
Chr01	15211410  	15212082  	672       
Chr01	15237257  	15237622  	365       
Chr01	15304784  	15305184  	400       
Chr01	15314059  	15314476  	417       
Chr01	15448401  	15448455  	54        
Chr01	15685957  	15687013  	1056      
Chr01	15701212  	15816155  	114943    
Chr01	15701422  	15703595  	2173      
Chr01	15703003  	15817295  	114292    
Chr01	15703052  	15841593  	138541    
Chr01	15703758  	15704090  	332       
Chr01	15705773  	15706103  	330       
Chr01	15705869  	15834743  	128874    
Chr01	15705874  	15705986  	112       
Chr01	15706378  	15718425  	12047     
Chr01	15706376  	15710756  	4380      
Chr01	15709783  	15719100  	9317      
Chr01	15714810  	15755000  	40190     
Chr01	15717609  	15717976  	367       
Chr01	15733878  	39031367  	23297489  
Chr01	15748219  	15844579  	96360     
Chr01	15772943  	15783097  	10154     
Chr01	15781340  	15797275  	15935     
Chr01	15781346  	16152691  	371345    
Chr01	15781360  	15781919  	559       
Chr01	15781416  	16158071  	376655    
Chr01	15781404  	15783113  	1709      
Chr01	15783454  	16158036  	374582    
Chr01	15790385  	15790768  	383       
Chr01	15796789  	15797178  	389       
Chr01	15823889  	15824276  	387       
Chr01	15833737  	15840896  	7159      
Chr01	15834495  	15840929  	6434      
Chr01	15835088  	15840840  	5752      
Chr01	15835785  	15840019  	4234      
Chr01	15839391  	15843080  	3689      
Chr01	15839362  	15842437  	3075      
Chr01	15841146  	15845248  	4102      
Chr01	15841143  	15915422  	74279     
Chr01	15842260  	15842575  	315       
Chr01	15846479  	16000222  	153743    
Chr01	15846511  	15846827  	316       
Chr01	15851303  	15851727  	424       
Chr01	15851797  	15866032  	14235     
Chr01	15851804  	15859376  	7572      
Chr01	15852893  	15853233  	340       
Chr01	15854214  	15854568  	354       
Chr01	15854405  	16174188  	319783    
Chr01	15858214  	15863186  	4972      
Chr01	15862197  	16019724  	157527    
Chr01	15862493  	15863868  	1375      
Chr01	15867493  	16152706  	285213    
Chr01	15867786  	15868090  	304       
Chr01	15868528  	15975382  	106854    
Chr01	15869587  	15872150  	2563      
Chr01	15870501  	15873000  	2499      
Chr01	15872615  	15872973  	358       
Chr01	15872781  	16002109  	129328    
Chr01	15873586  	15895456  	21870     
Chr01	15895862  	15896639  	777       
Chr01	15913796  	15914957  	1161      
Chr01	15915084  	15915447  	363       
Chr01	15916496  	15970785  	54289     
Chr01	15916505  	15956750  	40245     
Chr01	15923923  	15924281  	358       
Chr01	15954968  	15955351  	383       
Chr01	15961501  	15961864  	363       
Chr01	15962347  	16001186  	38839     
Chr01	15965801  	15970826  	5025      
Chr01	15972606  	15972999  	393       
Chr01	15973242  	16163683  	190441    
Chr01	15973220  	16164219  	190999    
Chr01	15973925  	15974270  	345       
Chr01	15974996  	15975340  	344       
Chr01	15997965  	15999834  	1869      
Chr01	16021837  	16022159  	322       
Chr01	16151909  	16152285  	376       
Chr01	16163822  	16164215  	393       
Chr01	16206241  	16208278  	2037      
Chr01	16221923  	16222005  	82        
Chr01	16340821  	16340881  	60        
Chr01	16395917  	16397853  	1936      
Chr01	16453125  	16453172  	47        
Chr01	16761761  	16761832  	71        
Chr01	16803424  	16803445  	21        
Chr01	16832691  	16834455  	1764      
Chr01	16843234  	16846391  	3157      
Chr01	16963864  	16963923  	59        
Chr01	17034465  	17035095  	630       
Chr01	17104882  	17114122  	9240      
Chr01	17116404  	17116477  	73        
Chr01	17185000  	17185055  	55        
Chr01	17190095  	17190132  	37        
Chr01	17200825  	17201087  	262       
Chr01	17202722  	17202779  	57        
Chr01	17210180  	23934720  	6724540   
Chr01	17262588  	17262972  	384       
Chr01	17430523  	17431539  	1016      
Chr01	17658763  	17658850  	87        
Chr01	17662193  	17663170  	977       
Chr01	17676460  	17684068  	7608      
Chr01	17693193  	17693214  	21        
Chr01	17698753  	17699088  	335       
Chr01	17700026  	17700447  	421       
Chr01	17700075  	22265001  	4564926   
Chr01	17707586  	17707638  	52        
Chr01	17734358  	17734731  	373       
Chr01	17745898  	17746246  	348       
Chr01	17812592  	29222842  	11410250  
Chr01	17838919  	17839280  	361       
Chr01	17842558  	17842930  	372       
Chr01	17901156  	17902640  	1484      
Chr01	17916628  	17924539  	7911      
Chr01	17971131  	17971154  	23        
Chr01	18032048  	18032138  	90        
Chr01	18065316  	19189879  	1124563   
Chr01	18065386  	18065743  	357       
Chr01	18166794  	18167112  	318       
Chr01	18462118  	18462142  	24        
Chr01	18599261  	18599328  	67        
Chr01	18622951  	18632106  	9155      
Chr01	18653108  	18653484  	376       
Chr01	18677350  	18677740  	390       
Chr01	18677897  	18678198  	301       
Chr01	18799146  	18799489  	343       
Chr01	18912289  	18914001  	1712      
Chr01	18934364  	18938478  	4114      
Chr01	18958793  	18958844  	51        
Chr01	19152462  	19153049  	587       
Chr01	19189971  	19190342  	371       
Chr01	19261974  	19262371  	397       
Chr01	19339952  	19340229  	277       
Chr01	19347908  	19348262  	354       
Chr01	19379252  	19446748  	67496     
Chr01	19481921  	19482252  	331       
Chr01	19534872  	19535307  	435       
Chr01	19540044  	19540158  	114       
Chr01	19574998  	19575131  	133       
Chr01	19643693  	19644030  	337       
Chr01	19643692  	19645178  	1486      
Chr01	19708676  	19708701  	25        
Chr01	19754646  	19755000  	354       
Chr01	19829518  	19831001  	1483      
Chr01	19829600  	19829949  	349       
Chr01	19830028  	19830448  	420       
Chr01	19869749  	19887800  	18051     
Chr01	19919682  	19919705  	23        
Chr01	19966558  	19966711  	153       
Chr01	20039752  	20058230  	18478     
Chr01	20042572  	20042966  	394       
Chr01	20047797  	20048203  	406       
Chr01	20078665  	20088393  	9728      
Chr01	20303605  	20304167  	562       
Chr01	20335955  	20336086  	131       
Chr01	20545995  	20546431  	436       
Chr01	20550869  	20551016  	147       
Chr01	20564041  	20564422  	381       
Chr01	20570775  	20571422  	647       
Chr01	20577588  	20578122  	534       
Chr01	20597878  	20599497  	1619      
Chr01	20691661  	20692842  	1181      
Chr01	20697944  	20699576  	1632      
Chr01	20703864  	20703904  	40        
Chr01	20747602  	20764714  	17112     
Chr01	20753369  	39808360  	19054991  
Chr01	20769281  	20778642  	9361      
Chr01	20795730  	20797847  	2117      
Chr01	20823256  	20824969  	1713      
Chr01	20832333  	20832701  	368       
Chr01	20870206  	20870592  	386       
Chr01	21028689  	21037958  	9269      
Chr01	21049419  	21054344  	4925      
Chr01	21053609  	21054299  	690       
Chr01	21053733  	21082152  	28419     
Chr01	21054587  	21083075  	28488     
Chr01	21054627  	21082177  	27550     
Chr01	21081882  	21082283  	401       
Chr01	21082291  	21082658  	367       
Chr01	21087242  	21087599  	357       
Chr01	21096565  	21096589  	24        
Chr01	21116032  	21135209  	19177     
Chr01	21125245  	21125612  	367       
Chr01	21172458  	21191414  	18956     
Chr01	21175358  	21175733  	375       
Chr01	21228187  	21228552  	365       
Chr01	21228410  	21230017  	1607      
Chr01	21228383  	21241933  	13550     
Chr01	21228408  	21230621  	2213      
Chr01	21228411  	21247918  	19507     
Chr01	21228418  	21248657  	20239     
Chr01	21230215  	21237091  	6876      
Chr01	21230686  	21247966  	17280     
Chr01	21230714  	21246227  	15513     
Chr01	21242075  	21248754  	6679      
Chr01	21242070  	21247928  	5858      
Chr01	21242446  	21248660  	6214      
Chr01	21243113  	21243823  	710       
Chr01	21244777  	21245151  	374       
Chr01	21245382  	21245750  	368       
Chr01	21245411  	21246174  	763       
Chr01	21246372  	21247959  	1587      
Chr01	21246350  	21248737  	2387      
Chr01	21249239  	21298957  	49718     
Chr01	21249256  	21291948  	42692     
Chr01	21249358  	21249389  	31        
Chr01	21292279  	21299920  	7641      
Chr01	21293180  	21293511  	331       
Chr01	21293705  	21294084  	379       
Chr01	21303165  	21303534  	369       
Chr01	21334056  	21334114  	58        
Chr01	21360030  	21360055  	25        
Chr01	21398313  	21418316  	20003     
Chr01	21422519  	21440026  	17507     
Chr01	21461978  	21463901  	1923      
Chr01	21498104  	48329517  	26831413  
Chr01	21583756  	21584123  	367       
Chr01	21600427  	22457746  	857319    
Chr01	21620848  	21620933  	85        
Chr01	21634682  	21635088  	406       
Chr01	21647526  	21647588  	62        
Chr01	21648075  	21648470  	395       
Chr01	21673964  	21674934  	970       
Chr01	21681040  	21681067  	27        
Chr01	21902868  	21903094  	226       
Chr01	21921054  	21921177  	123       
Chr01	22038438  	22038480  	42        
Chr01	22068426  	31951044  	9882618   
Chr01	22086216  	22086584  	368       
Chr01	22086793  	22087193  	400       
Chr01	22087311  	22095580  	8269      
Chr01	22087735  	22095105  	7370      
Chr01	22099382  	22117723  	18341     
Chr01	22249995  	22250822  	827       
Chr01	22250008  	22263635  	13627     
Chr01	22250036  	22250394  	358       
Chr01	22251441  	22251562  	121       
Chr01	22263577  	22263626  	49        
Chr01	22265596  	22274558  	8962      
Chr01	22280888  	22283221  	2333      
Chr01	22342932  	22361142  	18210     
Chr01	22350277  	22350648  	371       
Chr01	22376644  	22376868  	224       
Chr01	22448415  	22457739  	9324      
Chr01	22525050  	22525073  	23        
Chr01	22595354  	22595448  	94        
Chr01	22615542  	22616128  	586       
Chr01	22620843  	22630071  	9228      
Chr01	22641872  	22642192  	320       
Chr01	22643761  	22644099  	338       
Chr01	22689696  	33177237  	10487541  
Chr01	22768203  	22777521  	9318      
Chr01	22799802  	22819899  	20097     
Chr01	22816874  	22817281  	407       
Chr01	22898076  	29202452  	6304376   
Chr01	22898124  	22900388  	2264      
Chr01	22911926  	22912263  	337       
Chr01	22961242  	38145305  	15184063  
Chr01	23222686  	23243694  	21008     
Chr01	23481595  	23503353  	21758     
Chr01	23515308  	23515615  	307       
Chr01	23517157  	23517523  	366       
Chr01	23881819  	23882207  	388       
Chr01	23882456  	23882809  	353       
Chr01	24345563  	24345863  	300       
Chr01	25009087  	34115447  	9106360   
Chr01	26034423  	26034529  	106       
Chr01	26485808  	26486255  	447       
Chr01	27269395  	27269438  	43        
Chr01	27279578  	27298775  	19197     
Chr01	27303952  	27308318  	4366      
Chr01	27622316  	27622417  	101       
Chr01	28444135  	28444438  	303       
Chr01	28481016  	28481343  	327       
Chr01	28871291  	28871638  	347       
Chr01	28913678  	28914013  	335       
Chr01	29328698  	29329080  	382       
Chr01	29329012  	29329426  	414       
Chr01	29381099  	29381426  	327       
Chr01	29382116  	29382471  	355       
Chr01	29424832  	29425148  	316       
Chr01	29426460  	29441466  	15006     
Chr01	29441426  	29441453  	27        
Chr01	29441597  	29450883  	9286      
Chr01	29442740  	29446552  	3812      
Chr01	29446634  	29448510  	1876      
Chr01	29446762  	29450902  	4140      
Chr01	29446782  	29449392  	2610      
Chr01	29447614  	29447950  	336       
Chr01	29448154  	29448454  	300       
Chr01	29449124  	29449425  	301       
Chr01	29451260  	29451628  	368       
Chr01	29522313  	29522832  	519       
Chr01	29814029  	29814395  	366       
Chr01	30075064  	30075470  	406       
Chr01	31079455  	31080146  	691       
Chr01	31471430  	31471814  	384       
Chr01	31473853  	31475309  	1456      
Chr01	31664746  	31665120  	374       
Chr01	31949808  	31950154  	346       
Chr01	32987718  	33858580  	870862    
Chr01	33604012  	33604526  	514       
Chr01	33623520  	33628332  	4812      
Chr01	33705098  	33707968  	2870      
Chr01	33728227  	33737826  	9599      
Chr01	33752459  	33752508  	49        
Chr01	33916408  	33916512  	104       
Chr01	33919461  	33919492  	31        
Chr01	34000874  	34001857  	983       
Chr01	34027384  	34027433  	49        
Chr01	34051658  	34071596  	19938     
Chr01	34539039  	34539344  	305       
Chr01	34993973  	34994432  	459       
Chr01	35069628  	35069939  	311       
Chr01	35410738  	35410870  	132       
Chr01	35434780  	35435002  	222       
Chr01	35437418  	35446718  	9300      
Chr01	35583717  	35583808  	91        
Chr01	35678486  	55392921  	19714435  
Chr01	35810972  	35811125  	153       
Chr01	36373244  	36373285  	41        
Chr01	36440260  	36440634  	374       
Chr01	36711987  	36721731  	9744      
Chr01	36738939  	36739297  	358       
Chr01	36997482  	36998088  	606       
Chr01	37026861  	37026898  	37        
Chr01	37065353  	37076375  	11022     
Chr01	37104724  	37104754  	30        
Chr01	37122147  	37122280  	133       
Chr01	37261125  	37276117  	14992     
Chr01	37368175  	37372529  	4354      
Chr01	37405198  	37405223  	25        
Chr01	37667018  	37667108  	90        
Chr01	37730137  	37731512  	1375      
Chr01	37776662  	37776691  	29        
Chr01	38142371  	38143885  	1514      
Chr01	38371977  	38392108  	20131     
Chr01	38426978  	38427078  	100       
Chr01	38433598  	38433651  	53        
Chr01	38527295  	38527555  	260       
Chr01	38601774  	38601874  	100       
Chr01	38620413  	38640591  	20178     
Chr01	38652989  	38653053  	64        
Chr01	38739466  	38739513  	47        
Chr01	38847471  	38848005  	534       
Chr01	38897597  	38967622  	70025     
Chr01	38902394  	38922830  	20436     
Chr01	38950936  	38975178  	24242     
Chr01	38969395  	38971100  	1705      
Chr01	38970257  	38970302  	45        
Chr01	39129573  	39138956  	9383      
Chr01	39206403  	39213171  	6768      
Chr01	39309686  	39310370  	684       
Chr01	39377490  	39377509  	19        
Chr01	39384463  	39384480  	17        
Chr01	39435592  	39436596  	1004      
Chr01	39445845  	39450724  	4879      
Chr01	39473994  	39474205  	211       
Chr01	39634015  	39635271  	1256      
Chr01	39639638  	39640624  	986       
Chr01	39715389  	39715502  	113       
Chr01	39742084  	39742117  	33        
Chr01	39784428  	39784515  	87        
Chr01	39786692  	39790786  	4094      
Chr01	39803861  	39820871  	17010     
Chr01	39809941  	39810307  	366       
Chr01	39861718  	39861761  	43        
Chr01	39865505  	39865574  	69        
Chr01	39882509  	39882847  	338       
Chr01	39886685  	39896328  	9643      
Chr01	39947086  	39956705  	9619      
Chr01	39981943  	39985589  	3646      
Chr01	40014311  	40038082  	23771     
Chr01	40290580  	40291295  	715       
Chr01	40385261  	40385317  	56        
Chr01	40393779  	40417362  	23583     
Chr01	40531639  	40549387  	17748     
Chr01	40538936  	40539338  	402       
Chr01	40586678  	40586925  	247       
Chr01	40647438  	40651069  	3631      
Chr01	40707913  	40708660  	747       
Chr01	40823710  	40871290  	47580     
Chr01	40843185  	40843240  	55        
Chr01	40847478  	40847534  	56        
Chr01	40852090  	43824271  	2972181   
Chr01	40854325  	40895476  	41151     
Chr01	40941014  	40959102  	18088     
Chr01	40995292  	41011402  	16110     
Chr01	41251744  	41252923  	1179      
Chr01	42095557  	42095944  	387       
Chr01	42103916  	42114808  	10892     
Chr01	42108021  	42108807  	786       
Chr01	42118899  	42120996  	2097      
Chr01	42119117  	42137063  	17946     
Chr01	42120574  	42137142  	16568     
Chr01	42120743  	42135261  	14518     
Chr01	42121132  	42137159  	16027     
Chr01	42135484  	42137061  	1577      
Chr01	42145529  	42145636  	107       
Chr01	42377356  	42387422  	10066     
Chr01	42408998  	42411878  	2880      
Chr01	42450077  	42450128  	51        
Chr01	42503142  	42503478  	336       
Chr01	42559603  	42559688  	85        
Chr01	42562575  	42563154  	579       
Chr01	42572488  	42572576  	88        
Chr01	42578564  	42581786  	3222      
Chr01	42604877  	42604940  	63        
Chr01	42608571  	42608598  	27        
Chr01	42627480  	42627879  	399       
Chr01	42646176  	42655424  	9248      
Chr01	42697175  	42707617  	10442     
Chr01	42808991  	42809349  	358       
Chr01	42809403  	42809774  	371       
Chr01	42921105  	42921549  	444       
Chr01	43995486  	44004054  	8568      
Chr01	44006858  	44008802  	1944      
Chr01	45140255  	45140622  	367       
Chr01	45278917  	45278995  	78        
Chr01	46284932  	46287817  	2885      
Chr01	46503781  	49096001  	2592220   
Chr01	46682600  	46688019  	5419      
Chr01	47030451  	47035429  	4978      
Chr01	47299354  	47299664  	310       
Chr01	47436834  	47436987  	153       
Chr01	47499990  	47500141  	151       
Chr01	47955923  	47955956  	33        
Chr01	47972180  	47972243  	63        
Chr01	47975917  	47982610  	6693      
Chr01	48063197  	48069080  	5883      
Chr01	48220726  	48220801  	75        
Chr01	48274679  	48286243  	11564     
Chr01	48328869  	48329199  	330       
Chr01	48508671  	48508751  	80        
Chr01	48561874  	48561960  	86        
Chr01	49474625  	49476557  	1932      
Chr01	49637160  	49637320  	160       
Chr01	49859311  	49859511  	200       
Chr01	49954183  	49954838  	655       
Chr01	50013288  	50013342  	54        
Chr01	50122465  	50122498  	33        
Chr01	50123902  	50124785  	883       
Chr01	50199073  	50204345  	5272      
Chr01	50337143  	50337198  	55        
Chr01	50350890  	50350921  	31        
Chr01	50496285  	50496330  	45        
Chr01	50505986  	50506010  	24        
Chr01	50513500  	50513545  	45        
Chr01	50621598  	50624240  	2642      
Chr01	50659443  	50659621  	178       
Chr01	51513046  	51514465  	1419      
Chr01	51529981  	51530007  	26        
Chr01	51766227  	51769405  	3178      
Chr01	52599326  	52599373  	47        
Chr01	52636027  	52636525  	498       
Chr01	53555252  	53555457  	205       
Chr01	53719641  	53720506  	865       
Chr01	53747099  	53747173  	74        
Chr01	54112044  	54117333  	5289      
Chr01	54160942  	54161292  	350       
Chr01	54240011  	54241816  	1805      
Chr01	54588849  	54588927  	78        
Chr01	54685627  	54685690  	63        
Chr01	55116898  	55117018  	120       
Chr01	55135248  	55135284  	36        
Chr01	55176287  	55176421  	134       
Chr01	55340317  	55340514  	197       
Chr01	55345686  	55345751  	65        
Chr01	55354564  	55354658  	94        
Chr01	55361299  	55362632  	1333      
Chr01	55369587  	55369639  	52        
Chr01	56246369  	56246449  	80        
Chr01	56432351  	56432388  	37        
Chr01	56510742  	56510920  	178       
Chr01	56511766  	56512460  	694       
Chr01	56592410  	56592742  	332       
Chr01	56627073  	56630483  	3410      
Chr01	56738673  	56738802  	129       
Chr01	56739212  	56739553  	341       
Chr01	56761476  	56761979  	503       
Chr01	56803096  	56804472  	1376      
Chr01	56820668  	56820691  	23        
Chr02	231871    	232209    	338       
Chr02	252976    	253025    	49        
Chr02	317571    	317611    	40        
Chr02	360903    	362934    	2031      
Chr02	688062    	688114    	52        
Chr02	777266    	777317    	51        
Chr02	881148    	881167    	19        
Chr02	972016    	972045    	29        
Chr02	1213664   	1214787   	1123      
Chr02	1650209   	1650687   	478       
Chr02	2540664   	2752542   	211878    
Chr02	2613338   	2613462   	124       
Chr02	2713718   	2713746   	28        
Chr02	2720891   	47750187  	45029296  
Chr02	2738172   	2738196   	24        
Chr02	2752392   	2752499   	107       
Chr02	2932543   	2932737   	194       
Chr02	3031810   	3031850   	40        
Chr02	3050088   	3053763   	3675      
Chr02	3066921   	3069605   	2684      
Chr02	3147211   	3147307   	96        
Chr02	3159198   	3159291   	93        
Chr02	3246564   	3246603   	39        
Chr02	3390518   	3390538   	20        
Chr02	3398010   	3398052   	42        
Chr02	3523683   	3523741   	58        
Chr02	3607914   	3609619   	1705      
Chr02	3610362   	3610409   	47        
Chr02	3612655   	3612948   	293       
Chr02	3794127   	3795076   	949       
Chr02	3824161   	3824233   	72        
Chr02	3854943   	3855004   	61        
Chr02	3868970   	3869008   	38        
Chr02	4024451   	4024513   	62        
Chr02	4088195   	4088252   	57        
Chr02	4122420   	4122500   	80        
Chr02	4260221   	4260290   	69        
Chr02	4883295   	4883320   	25        
Chr02	4884575   	4884601   	26        
Chr02	4969142   	4969206   	64        
Chr02	5025166   	5025192   	26        
Chr02	5037204   	5037292   	88        
Chr02	5167104   	5167207   	103       
Chr02	5212226   	5212252   	26        
Chr02	5299959   	5300614   	655       
Chr02	5411349   	5411387   	38        
Chr02	5416229   	5416263   	34        
Chr02	5663091   	5663153   	62        
Chr02	6047492   	6047552   	60        
Chr02	6288972   	6289267   	295       
Chr02	6326358   	6326398   	40        
Chr02	6326901   	6326925   	24        
Chr02	6402776   	45443449  	39040673  
