CHR	start     	end       	length    
Chr04	10354072  	10355335  	1263      
Chr04	10637059  	11071905  	434846    
Chr04	11554204  	50581731  	39027527  
Chr04	11767810  	15031498  	3263688   
Chr04	11820714  	11823399  	2685      
Chr04	11823896  	18397892  	6573996   
Chr04	11824118  	18397722  	6573604   
Chr04	12716323  	33798434  	21082111  
Chr04	13052393  	13170702  	118309    
Chr04	13591731  	41503579  	27911848  
Chr04	15617436  	15617589  	153       
Chr04	16157752  	20561745  	4403993   
Chr04	16842162  	16842399  	237       
Chr04	18031391  	21126203  	3094812   
Chr04	18647479  	39755383  	21107904  
Chr04	19182306  	27327731  	8145425   
Chr04	19712862  	20140933  	428071    
Chr04	20001461  	20001626  	165       
Chr04	20035640  	39089434  	19053794  
Chr04	20035736  	39089274  	19053538  
Chr04	20114858  	22027877  	1913019   
Chr04	20115063  	22027787  	1912724   
Chr04	21378761  	43454775  	22076014  
Chr04	21577713  	26029728  	4452015   
Chr04	21577723  	26030866  	4453143   
Chr04	21578094  	25947584  	4369490   
Chr04	21578200  	26026753  	4448553   
Chr04	21822383  	22743303  	920920    
Chr04	21954370  	25562076  	3607706   
Chr04	21954443  	25561275  	3606832   
Chr04	22031930  	40966150  	18934220  
Chr04	22153860  	39136867  	16983007  
Chr04	22237536  	30683598  	8446062   
Chr04	22301994  	32466954  	10164960  
Chr04	23060196  	31947285  	8887089   
Chr04	23166177  	43723424  	20557247  
Chr04	23166220  	39247294  	16081074  
Chr04	24538910  	32313425  	7774515   
Chr04	24637371  	33520487  	8883116   
Chr04	24677065  	29715872  	5038807   
Chr04	25558863  	43422937  	17864074  
Chr04	25563434  	43423028  	17859594  
Chr04	25894816  	37439804  	11544988  
Chr04	25944082  	35343663  	9399581   
Chr04	25975054  	35343531  	9368477   
Chr04	26915607  	34331830  	7416223   
Chr04	27550655  	49938931  	22388276  
Chr04	28724375  	29301827  	577452    
Chr04	29906823  	33399515  	3492692   
Chr04	30670413  	34134938  	3464525   
Chr04	31183387  	41135605  	9952218   
Chr04	33842130  	50860151  	17018021  
Chr04	33842225  	33842367  	142       
Chr04	33843169  	49313348  	15470179  
Chr04	33843672  	33843854  	182       
Chr04	35074958  	35075174  	216       
Chr04	37525082  	38225026  	699944    
Chr04	38321145  	44149036  	5827891   
Chr04	40286414  	42967241  	2680827   
Chr04	41597880  	41861766  	263886    
Chr04	41598092  	42257581  	659489    
Chr04	42257789  	42263653  	5864      
Chr04	46272604  	46295490  	22886     
Chr04	46497838  	46498005  	167       
Chr04	47465017  	47833910  	368893    
Chr05	3703930   	40466380  	36762450  
Chr05	4606533   	31581812  	26975279  
Chr05	4917947   	26781976  	21864029  
Chr05	5024528   	36073029  	31048501  
Chr05	5753341   	34732013  	28978672  
Chr05	5753586   	34732027  	28978441  
Chr05	6758506   	15000891  	8242385   
Chr05	7920105   	12908713  	4988608   
Chr05	8974897   	21734942  	12760045  
Chr05	9503111   	29396186  	19893075  
Chr05	10510253  	25213067  	14702814  
Chr05	10581864  	10582070  	206       
Chr05	12624703  	28964226  	16339523  
Chr05	13816752  	23292188  	9475436   
Chr05	14104568  	17876445  	3771877   
Chr05	14498699  	29429606  	14930907  
Chr05	14965898  	14966021  	123       
Chr05	14966058  	37664215  	22698157  
Chr05	16230717  	16943400  	712683    
Chr05	16230727  	16939687  	708960    
Chr05	16251891  	16945926  	694035    
Chr05	16253835  	16943223  	689388    
Chr05	16253979  	16941774  	687795    
Chr05	16254006  	16731468  	477462    
Chr05	16261746  	16943422  	681676    
Chr05	16261850  	16961916  	700066    
Chr05	16262618  	16946281  	683663    
Chr05	16270166  	16945692  	675526    
Chr05	16274344  	16943638  	669294    
Chr05	16312494  	21724783  	5412289   
Chr05	16351699  	16659870  	308171    
Chr05	16358618  	21721015  	5362397   
Chr05	17654504  	21043460  	3388956   
Chr05	18791655  	20100016  	1308361   
Chr05	19079441  	24450985  	5371544   
Chr05	19079553  	24451101  	5371548   
Chr05	20142730  	29477057  	9334327   
Chr05	20849532  	29663752  	8814220   
Chr05	20888798  	20891112  	2314      
Chr05	20888828  	20891110  	2282      
Chr05	21720639  	21847384  	126745    
Chr05	21724690  	21844716  	120026    
Chr05	21732823  	21755018  	22195     
Chr05	21733085  	21756139  	23054     
Chr05	21733196  	21755792  	22596     
Chr05	21733843  	21755422  	21579     
Chr05	21734235  	21755043  	20808     
Chr05	21734812  	21755277  	20465     
Chr05	21734964  	21755253  	20289     
Chr05	21739283  	21764020  	24737     
Chr05	21740161  	21760937  	20776     
Chr05	21747635  	21760746  	13111     
Chr05	24322108  	27949959  	3627851   
Chr05	28408485  	29533333  	1124848   
Chr05	29019255  	29030016  	10761     
Chr05	29582224  	29583072  	848       
Chr05	33069448  	33069658  	210       
Chr05	34061317  	36879892  	2818575   
Chr05	36200066  	36226756  	26690     
Chr05	39126551  	39127479  	928       
Chr06	1427757   	1437178   	9421      
Chr06	2807364   	2807593   	229       
Chr06	4501093   	39165747  	34664654  
Chr06	6592214   	31520928  	24928714  
Chr06	8310233   	8315343   	5110      
Chr06	9302355   	43320604  	34018249  
Chr06	10014141  	37361127  	27346986  
Chr06	11353862  	16627453  	5273591   
Chr06	11544002  	44224990  	32680988  
Chr06	11681856  	19199993  	7518137   
Chr06	13184615  	42062908  	28878293  
Chr06	14929940  	16603395  	1673455   
Chr06	15453951  	19729672  	4275721   
Chr06	16932332  	16932541  	209       
Chr06	17606761  	18396972  	790211    
Chr06	17645643  	20154222  	2508579   
Chr06	17955650  	48288985  	30333335  
Chr06	18626522  	18628186  	1664      
Chr06	19555533  	26278906  	6723373   
Chr06	20224402  	26578358  	6353956   
Chr06	21366086  	21738302  	372216    
Chr06	23309264  	47118185  	23808921  
Chr06	23309324  	47118501  	23809177  
Chr06	24828171  	25757329  	929158    
Chr06	25128690  	25791087  	662397    
Chr06	25851147  	25920024  	68877     
Chr06	26395807  	26415256  	19449     
Chr06	26804927  	36811066  	10006139  
Chr06	27360421  	29735375  	2374954   
Chr06	27738219  	30234709  	2496490   
Chr06	28259023  	28259235  	212       
Chr06	28542171  	28564199  	22028     
Chr06	29863841  	29864035  	194       
Chr06	30595976  	30599562  	3586      
Chr06	30596097  	30599475  	3378      
Chr06	30898237  	33327910  	2429673   
Chr06	32910107  	42785106  	9874999   
Chr06	33193587  	41812035  	8618448   
Chr06	33291679  	38007869  	4716190   
Chr06	33689538  	34271534  	581996    
Chr06	34009721  	37210395  	3200674   
Chr06	37476850  	37613043  	136193    
Chr06	37537893  	40732827  	3194934   
Chr06	39116868  	43387746  	4270878   
Chr06	40629172  	45261434  	4632262   
Chr06	41043246  	41043417  	171       
Chr06	42951373  	42951482  	109       
Chr06	43306899  	47529115  	4222216   
Chr06	45088801  	45731394  	642593    
Chr06	45808728  	45809131  	403       
Chr06	46409338  	46435376  	26038     
Chr06	47118358  	47118511  	153       
Chr06	48670753  	48740512  	69759     
Chr07	96858     	97031     	173       
Chr07	1531356   	1531866   	510       
Chr07	2167738   	13733644  	11565906  
Chr07	3076206   	25068015  	21991809  
Chr07	4933255   	21761183  	16827928  
Chr07	5007340   	41040025  	36032685  
Chr07	5561799   	5834086   	272287    
Chr07	5563876   	5832245   	268369    
Chr07	5564576   	5831590   	267014    
Chr07	5571323   	5866884   	295561    
Chr07	5575047   	5820288   	245241    
Chr07	5600802   	5894773   	293971    
Chr07	5600949   	5825405   	224456    
Chr07	5602451   	5824178   	221727    
Chr07	5602490   	5893318   	290828    
Chr07	5704193   	5820163   	115970    
Chr07	5704261   	5889823   	185562    
Chr07	5718829   	5894805   	175976    
Chr07	5719215   	5868618   	149403    
Chr07	5719325   	5868500   	149175    
Chr07	5719535   	5825212   	105677    
Chr07	5725611   	5888815   	163204    
Chr07	5967473   	5968915   	1442      
Chr07	6049751   	44323890  	38274139  
Chr07	7204787   	30034060  	22829273  
Chr07	8906327   	15665300  	6758973   
Chr07	10678204  	13573335  	2895131   
Chr07	10763427  	13758487  	2995060   
Chr07	13341200  	13341376  	176       
Chr07	15437088  	35472736  	20035648  
Chr07	20593359  	31219615  	10626256  
Chr07	20747531  	22542257  	1794726   
Chr07	20747540  	22545286  	1797746   
Chr07	21995501  	31213698  	9218197   
Chr07	22271351  	24685009  	2413658   
Chr07	22282523  	24690980  	2408457   
Chr07	22545353  	22760045  	214692    
Chr07	23014349  	25341355  	2327006   
Chr07	23165525  	23246244  	80719     
Chr07	23168362  	26109917  	2941555   
Chr07	23438372  	28629684  	5191312   
Chr07	23523435  	23598033  	74598     
Chr07	24619186  	24621127  	1941      
Chr07	24619517  	24621822  	2305      
Chr07	25804095  	27329877  	1525782   
Chr07	25834979  	27672093  	1837114   
Chr07	26532321  	32754817  	6222496   
Chr07	26646246  	30163530  	3517284   
Chr07	26692749  	27582090  	889341    
Chr07	27808893  	28169353  	360460    
Chr07	28457046  	31827684  	3370638   
Chr07	33213450  	42756880  	9543430   
Chr07	35472116  	43914266  	8442150   
Chr08	1163901   	23444334  	22280433  
Chr08	2050423   	45393930  	43343507  
Chr08	4132324   	21191646  	17059322  
Chr08	5535163   	6835284   	1300121   
Chr08	6116349   	6116619   	270       
Chr08	6309630   	15321955  	9012325   
Chr08	8115133   	19577657  	11462524  
Chr08	11108664  	13365847  	2257183   
Chr08	11108800  	13364891  	2256091   
Chr08	12253593  	12254560  	967       
Chr08	12441293  	14685945  	2244652   
Chr08	12749225  	13328972  	579747    
Chr08	13198849  	13199012  	163       
Chr08	13500136  	18716187  	5216051   
Chr08	14244235  	20617270  	6373035   
Chr08	16185331  	36301348  	20116017  
Chr08	16453545  	37362550  	20909005  
Chr08	18594529  	39728694  	21134165  
Chr08	19402387  	25290538  	5888151   
Chr08	19945231  	47500584  	27555353  
Chr08	23524427  	46524335  	22999908  
Chr08	24970951  	28731673  	3760722   
Chr08	25775830  	37600036  	11824206  
Chr08	27139605  	41249545  	14109940  
Chr08	29383992  	29449397  	65405     
Chr08	31064897  	31095782  	30885     
Chr08	31663201  	31663693  	492       
Chr08	31663385  	31663534  	149       
Chr08	32400360  	32400653  	293       
Chr08	38324591  	38324738  	147       
Chr08	39310672  	40577968  	1267296   
Chr08	41903705  	41903836  	131       
Chr08	47421496  	47421658  	162       
Chr09	1137453   	41260049  	40122596  
Chr09	1203486   	20485149  	19281663  
Chr09	1700197   	1707982   	7785      
Chr09	2169365   	48059012  	45889647  
Chr09	2240771   	2241085   	314       
Chr09	2244604   	2244751   	147       
Chr09	3732197   	33304371  	29572174  
Chr09	5290073   	5290239   	166       
Chr09	5290301   	40342749  	35052448  
Chr09	5290360   	5290488   	128       
Chr09	5290364   	35889306  	30598942  
Chr09	6941413   	14981478  	8040065   
Chr09	8347328   	24283240  	15935912  
Chr09	8409408   	47558919  	39149511  
Chr09	9354552   	15449941  	6095389   
Chr09	10344370  	49672988  	39328618  
Chr09	13565478  	24654393  	11088915  
Chr09	13669234  	15323201  	1653967   
Chr09	14723538  	19944287  	5220749   
Chr09	16608994  	46854665  	30245671  
Chr09	17646245  	31609943  	13963698  
Chr09	21172211  	21177499  	5288      
Chr09	22604769  	26040778  	3436009   
Chr09	22711668  	25658330  	2946662   
Chr09	23444967  	24367106  	922139    
Chr09	25658338  	25875135  	216797    
Chr09	26568050  	47114206  	20546156  
Chr09	28445287  	33828717  	5383430   
Chr09	29608225  	29618811  	10586     
Chr09	29976407  	29980731  	4324      
Chr09	33307198  	38824576  	5517378   
Chr09	33307678  	38824252  	5516574   
Chr09	34689862  	43604555  	8914693   
Chr09	38824275  	38824394  	119       
Chr09	38824450  	38824600  	150       
Chr09	39951266  	40321896  	370630    
Chr09	41692300  	45328029  	3635729   
Chr09	47221122  	48670723  	1449601   
Chr10	269649    	30867002  	30597353  
Chr10	3688585   	34272393  	30583808  
Chr10	3817756   	13413414  	9595658   
Chr10	3817776   	13410947  	9593171   
Chr10	3818825   	13410879  	9592054   
Chr10	3818878   	13413309  	9594431   
Chr10	5540997   	48351919  	42810922  
Chr10	5664278   	5707789   	43511     
Chr10	6272949   	9800769   	3527820   
Chr10	6306800   	7385886   	1079086   
Chr10	6784429   	23445368  	16660939  
Chr10	6878102   	9389638   	2511536   
Chr10	8303163   	28020579  	19717416  
Chr10	10309735  	23563631  	13253896  
Chr10	10635002  	13669235  	3034233   
Chr10	10804594  	28368983  	17564389  
Chr10	10989732  	15473229  	4483497   
Chr10	11550924  	20978533  	9427609   
Chr10	11595559  	11597427  	1868      
Chr10	11983955  	11984074  	119       
Chr10	13421974  	33338853  	19916879  
Chr10	13832095  	18930711  	5098616   
Chr10	14174829  	29406753  	15231924  
Chr10	14218430  	14305416  	86986     
Chr10	14420891  	18684414  	4263523   
Chr10	14542635  	33137269  	18594634  
Chr10	14542815  	34560266  	20017451  
Chr10	14724003  	18643885  	3919882   
Chr10	14731222  	18636787  	3905565   
Chr10	15060677  	46191252  	31130575  
Chr10	16151252  	33137427  	16986175  
Chr10	17057482  	19009107  	1951625   
Chr10	17272741  	29315775  	12043034  
Chr10	17333316  	22407505  	5074189   
Chr10	18029389  	50724920  	32695531  
Chr10	20661100  	20661454  	354       
Chr10	22739604  	28446724  	5707120   
Chr10	25449897  	34295235  	8845338   
Chr10	26269570  	33244668  	6975098   
Chr10	28418579  	45933682  	17515103  
Chr10	30848359  	38731656  	7883297   
Chr10	34522714  	34526147  	3433      
Chr10	34525502  	34525686  	184       
Chr10	34748966  	34749132  	166       
Chr10	38324994  	39823456  	1498462   
Chr10	39212012  	50558861  	11346849  
Chr10	40345836  	40346341  	505       
Chr10	41450347  	41450489  	142       
Chr10	42341253  	42351477  	10224     
Chr10	47549613  	51150490  	3600877   
Chr10	48082064  	48104812  	22748     
Chr11	369966    	963940    	593974    
Chr11	391060    	15363111  	14972051  
Chr11	963951    	6090724   	5126773   
Chr11	963947    	25378001  	24414054  
Chr11	1722489   	28944342  	27221853  
Chr11	1816616   	20078133  	18261517  
Chr11	3778620   	3778743   	123       
Chr11	4078009   	33358244  	29280235  
Chr11	4800868   	30552673  	25751805  
Chr11	8753811   	8753938   	127       
Chr11	8839928   	10971991  	2132063   
Chr11	8840043   	10972050  	2132007   
Chr11	9916474   	9916734   	260       
Chr11	11086703  	11087767  	1064      
Chr11	11113684  	12447690  	1334006   
Chr11	13185789  	13574041  	388252    
Chr11	15042475  	17092067  	2049592   
Chr11	15230781  	15889151  	658370    
Chr11	16168361  	16209040  	40679     
Chr11	16168404  	16209073  	40669     
Chr11	16193613  	33222302  	17028689  
Chr11	17043569  	17643901  	600332    
Chr11	17781486  	20178680  	2397194   
Chr11	18019322  	18723093  	703771    
Chr11	18022098  	18720295  	698197    
Chr11	18288702  	18502453  	213751    
Chr11	18289086  	18502263  	213177    
Chr11	18583158  	33036031  	14452873  
Chr11	23314598  	23319101  	4503      
Chr11	23837367  	27184002  	3346635   
Chr11	26923837  	28015516  	1091679   
Chr11	32552601  	32561666  	9065      
Chr11	33087131  	33089707  	2576      
Chr12	1326715   	1327584   	869       
Chr12	2454115   	11373242  	8919127   
Chr12	2566703   	37050357  	34483654  
Chr12	3047996   	3050103   	2107      
Chr12	3048066   	3050163   	2097      
Chr12	4254595   	24273271  	20018676  
Chr12	4303867   	9169945   	4866078   
Chr12	5275271   	5276840   	1569      
Chr12	5447161   	22445214  	16998053  
Chr12	5627744   	15945318  	10317574  
Chr12	7037584   	21353622  	14316038  
Chr12	8494098   	37442634  	28948536  
Chr12	9142696   	20915071  	11772375  
Chr12	9824378   	9825201   	823       
Chr12	11386552  	32766899  	21380347  
Chr12	11494759  	28796319  	17301560  
Chr12	11718860  	11729703  	10843     
Chr12	12627937  	18167729  	5539792   
Chr12	13595112  	29096571  	15501459  
Chr12	14726883  	14847999  	121116    
Chr12	14975734  	14978527  	2793      
Chr12	17509161  	28504433  	10995272  
Chr12	20294461  	26588763  	6294302   
Chr12	22455541  	22560327  	104786    
Chr12	23079180  	23079447  	267       
Chr12	23388751  	23388856  	105       
Chr12	24275182  	33276016  	9000834   
Chr12	24275204  	33275910  	9000706   
Chr12	24345801  	36831054  	12485253  
Chr12	24535467  	28784374  	4248907   
Chr12	25648490  	38792185  	13143695  
Chr12	35480309  	39184891  	3704582   
Chr12	35926503  	35935064  	8561      
Chr12	37956873  	37957112  	239       
Chr12	39184613  	39192027  	7414      
Chr12	39184777  	39193581  	8804      
Chr12	39184818  	39184960  	142       
Chr12	39185229  	39189267  	4038      
Chr12	39185471  	39185686  	215       
Chr12	39186789  	39187025  	236       
Chr12	39190543  	39192479  	1936      
Chr12	39191880  	39192015  	135       
Chr12	39191915  	39192181  	266       
Chr12	39192538  	39192667  	129       
Chr13	60981     	1790174   	1729193   
Chr13	797206    	834425    	37219     
Chr13	965039    	2849867   	1884828   
Chr13	1154181   	26185481  	25031300  
Chr13	1524339   	1698285   	173946    
Chr13	4432530   	6445685   	2013155   
Chr13	4899921   	9201923   	4302002   
Chr13	4968718   	12638629  	7669911   
Chr13	4971587   	12638548  	7666961   
Chr13	5248075   	5248284   	209       
Chr13	5510457   	33191668  	27681211  
Chr13	7151850   	9069470   	1917620   
Chr13	7358284   	11593312  	4235028   
Chr13	7358319   	16859261  	9500942   
Chr13	7358374   	24997022  	17638648  
Chr13	7358869   	44441657  	37082788  
Chr13	7848294   	38997659  	31149365  
Chr13	8122434   	17864585  	9742151   
Chr13	8373814   	9438871   	1065057   
Chr13	8437252   	32552377  	24115125  
Chr13	8610559   	36546074  	27935515  
Chr13	8924383   	9350801   	426418    
Chr13	11009311  	29466787  	18457476  
Chr13	11685557  	14490048  	2804491   
Chr13	15723619  	30966823  	15243204  
Chr13	15828751  	45761185  	29932434  
Chr13	16456435  	23458594  	7002159   
Chr13	16734655  	16734881  	226       
Chr13	16858745  	16858894  	149       
Chr13	16858881  	16858992  	111       
Chr13	17134845  	19331570  	2196725   
Chr13	17156760  	17156895  	135       
Chr13	18929288  	19683286  	753998    
Chr13	19689685  	38762872  	19073187  
Chr13	20280689  	32987178  	12706489  
Chr13	21388960  	33866602  	12477642  
Chr13	22747476  	34238867  	11491391  
Chr13	22747867  	22748026  	159       
Chr13	24376862  	42574690  	18197828  
Chr13	24996420  	24996714  	294       
Chr13	27011431  	28182726  	1171295   
Chr13	27063793  	34238872  	7175079   
Chr13	29439059  	44926687  	15487628  
Chr13	29862436  	30174967  	312531    
Chr13	29862690  	30207419  	344729    
Chr13	30343401  	30420341  	76940     
Chr13	30391393  	30663766  	272373    
Chr13	30663703  	30917950  	254247    
Chr13	31053285  	31120833  	67548     
Chr13	31053462  	31120636  	67174     
Chr13	33716694  	33740521  	23827     
Chr13	37025204  	43483971  	6458767   
Chr14	888450    	1001814   	113364    
Chr14	3168465   	3356750   	188285    
Chr14	3192127   	3357523   	165396    
Chr14	3192204   	3357108   	164904    
Chr14	3297225   	3367514   	70289     
Chr14	4289198   	6896795   	2607597   
Chr14	6333497   	6399457   	65960     
Chr14	9422644   	14412688  	4990044   
Chr14	9750999   	38789734  	29038735  
Chr14	10377273  	40196078  	29818805  
Chr14	10477931  	17338332  	6860401   
Chr14	10599542  	34619743  	24020201  
Chr14	10997684  	21216032  	10218348  
Chr14	11684080  	16009103  	4325023   
Chr14	11684094  	16009184  	4325090   
Chr14	13015712  	27432789  	14417077  
Chr14	13015908  	27432699  	14416791  
Chr14	13444753  	28096139  	14651386  
Chr14	14855609  	29929242  	15073633  
Chr14	16009090  	39235429  	23226339  
Chr14	16082040  	16330434  	248394    
Chr14	16177436  	34174938  	17997502  
Chr14	16604974  	24857946  	8252972   
Chr14	16778395  	48267311  	31488916  
Chr14	17729030  	29842254  	12113224  
Chr14	18071013  	18765375  	694362    
Chr14	19770525  	38396753  	18626228  
Chr14	20131854  	43698940  	23567086  
Chr14	22471296  	31280496  	8809200   
Chr14	26515881  	30601259  	4085378   
Chr14	28103186  	40497595  	12394409  
Chr14	28103272  	40497343  	12394071  
Chr14	28354067  	38524611  	10170544  
Chr14	28998133  	28998371  	238       
Chr14	29662089  	29662311  	222       
Chr14	29941907  	35532888  	5590981   
Chr14	29942310  	35532877  	5590567   
Chr14	29946635  	35532868  	5586233   
Chr14	29959693  	35532864  	5573171   
Chr14	29995177  	35532862  	5537685   
Chr14	29996354  	35532772  	5536418   
Chr14	29996464  	35532871  	5536407   
Chr14	29998528  	35532874  	5534346   
Chr14	30144500  	38697508  	8553008   
Chr14	30144557  	38697435  	8552878   
Chr14	31640396  	31640608  	212       
Chr14	32056763  	37473344  	5416581   
Chr14	32058615  	37460619  	5402004   
Chr14	35033081  	35033274  	193       
Chr14	37240953  	45928611  	8687658   
Chr14	38679256  	39217337  	538081    
Chr14	42181147  	43262985  	1081838   
Chr14	44981952  	44982223  	271       
Chr14	45470786  	45470884  	98        
Chr14	46955358  	47047006  	91648     
